policy,b,q,mean,stdev,delta,max_P,utility,inertia,reliability
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.137078405,2.032402317,0.023101743,0.002239138,0.987265478,8.091514776826013,2.0718903442336107,0.9797979797979798,0.031200000000000075
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.120606895,3.279107081,0.047283014,0.001667307,0.933004963,9.507763293858442,0.46125527155772006,0.9797979797979798,0.06550000000000004
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.441488174,4.282712431,0.029902955,0.002356401,0.956077435,0.11162472511791277,0.1869003042766301,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.192153961,3.303471313,0.012662634,0.001903339,0.944372115,0.16435848405018802,0.13691207114878573,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.27346266,2.300749941,0.035308018,0.003473691,0.946532542,4.0084202987101225,0.5259738580936413,0.9797979797979798,0.10100000000000008
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.442207511,3.774622539,0.010554941,0.004276866,0.971660928,0.08074476783571499,0.33727926564821525,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.301653013,3.675816648,0.038389178,0.004053571,0.967774156,0.9880148207173607,0.24276012884419057,0.9797979797979798,0.9412000000000008
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.294544863,4.117632055,0.019324335,0.003126413,0.937144188,0.12675391363114133,0.1298114497934419,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.185243083,2.174443764,0.02030081,0.001379383,0.97069502,5.9381779561641,1.0670476493911432,0.98989898989899,0.07559999999999999
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.367531268,3.87841539,0.01499781,0.003251608,0.953348354,0.09907329124041096,0.19411801608616544,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.395311893,3.745014259,0.010634332,0.002105413,0.974595537,0.08644982338030922,0.35004227646410513,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.218720428,2.366604448,0.030723293,0.002640518,0.973965092,5.074366635226021,1.2083844374822634,0.9797979797979798,0.0898999999999999
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.372124109,2.224774819,0.024393224,0.004407756,0.93138692,0.1480957326710868,0.1153339134502779,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.274826212,4.464517038,0.011347991,0.0035373,0.946362257,0.11206207702446007,0.16106894385327228,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.235091798,3.373169572,0.023343156,0.003632734,0.980270466,3.3464129129491997,0.5481369310784867,0.9797979797979798,0.7485000000000004
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.250259486,2.04960679,0.027883327,0.003135422,0.98289943,4.317677187205609,1.673442844455398,0.9797979797979798,0.07839999999999998
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.255866873,3.969548359,0.025967377,0.004282379,0.965372657,0.1711117585669426,0.20105452440210042,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.103159956,4.473022305,0.029952275,0.003049388,0.987800321,10.952781076705627,2.0929200564083636,0.9797979797979798,0.10250000000000006
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.332003345,2.413803924,0.012469527,0.003431848,0.936792281,0.11118920167251499,0.1382710094654839,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.187702174,3.329784228,0.033573387,0.004508878,0.940808493,6.027225284395076,0.4623199202771991,0.9797979797979798,0.12000000000000016
"{'length': 3, 'rbfs': [{'center': 0.41299860563283863, 'radius': 0.6507887426227907, 'weight': 0.1784724060813131}, {'center': 0.04225931207044159, 'radius': 0.4973347041959195, 'weight': 0.4225775183563947}, {'center': 0.21707899597039304, 'radius': 1.5006742859657083, 'weight': 0.3989500755622923}]}",0.167738585,2.176334771,0.010843998,0.001355318,0.938463571,6.523651802932009,0.4129153495170484,0.98989898989899,0.09029999999999991
