policy,b,q,mean,stdev,delta,max_P,utility,inertia,reliability
"{'length': 3, 'rbfs': [{'center': 0.5440999604813443, 'radius': 1.932826825737906, 'weight': 0.4278318318273608}, {'center': -0.2445950863405736, 'radius': 1.552779790334614, 'weight': 0.1847738937134942}, {'center': 0.4337559125413344, 'radius': 1.2801926826167562, 'weight': 0.38739427445914504}]}",0.137078405,2.032402317,0.023101743,0.002239138,0.987265478,8.090820092859033,1.8957775246095219,0.98989898989899,0.041499999999999974
"{'length': 3, 'rbfs': [{'center': 0.5440999604813443, 'radius': 1.932826825737906, 'weight': 0.4278318318273608}, {'center': -0.2445950863405736, 'radius': 1.552779790334614, 'weight': 0.1847738937134942}, {'center': 0.4337559125413344, 'radius': 1.2801926826167562, 'weight': 0.38739427445914504}]}",0.120606895,3.279107081,0.047283014,0.001667307,0.933004963,9.507601358656036,0.29839379088580503,0.98989898989899,0.0900999999999999
"{'length': 3, 'rbfs': [{'center': 0.5440999604813443, 'radius': 1.932826825737906, 'weight': 0.4278318318273608}, {'center': -0.2445950863405736, 'radius': 1.552779790334614, 'weight': 0.1847738937134942}, {'center': 0.4337559125413344, 'radius': 1.2801926826167562, 'weight': 0.38739427445914504}]}",0.441488174,4.282712431,0.029902955,0.002356401,0.956077435,0.10061638498248535,0.13464880734561885,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.5440999604813443, 'radius': 1.932826825737906, 'weight': 0.4278318318273608}, {'center': -0.2445950863405736, 'radius': 1.552779790334614, 'weight': 0.1847738937134942}, {'center': 0.4337559125413344, 'radius': 1.2801926826167562, 'weight': 0.38739427445914504}]}",0.192153961,3.303471313,0.012662634,0.001903339,0.944372115,0.13455950294146748,0.0997451598448712,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.5440999604813443, 'radius': 1.932826825737906, 'weight': 0.4278318318273608}, {'center': -0.2445950863405736, 'radius': 1.552779790334614, 'weight': 0.1847738937134942}, {'center': 0.4337559125413344, 'radius': 1.2801926826167562, 'weight': 0.38739427445914504}]}",0.27346266,2.300749941,0.035308018,0.003473691,0.946532542,4.008353617164752,0.2967210227340328,0.98989898989899,0.1735999999999999
"{'length': 3, 'rbfs': [{'center': 0.5440999604813443, 'radius': 1.932826825737906, 'weight': 0.4278318318273608}, {'center': -0.2445950863405736, 'radius': 1.552779790334614, 'weight': 0.1847738937134942}, {'center': 0.4337559125413344, 'radius': 1.2801926826167562, 'weight': 0.38739427445914504}]}",0.442207511,3.774622539,0.010554941,0.004276866,0.971660928,0.06440700353863195,0.23574537709993776,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.5440999604813443, 'radius': 1.932826825737906, 'weight': 0.4278318318273608}, {'center': -0.2445950863405736, 'radius': 1.552779790334614, 'weight': 0.1847738937134942}, {'center': 0.4337559125413344, 'radius': 1.2801926826167562, 'weight': 0.38739427445914504}]}",0.301653013,3.675816648,0.038389178,0.004053571,0.967774156,0.16650475649850965,0.13269028949130035,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.5440999604813443, 'radius': 1.932826825737906, 'weight': 0.4278318318273608}, {'center': -0.2445950863405736, 'radius': 1.552779790334614, 'weight': 0.1847738937134942}, {'center': 0.4337559125413344, 'radius': 1.2801926826167562, 'weight': 0.38739427445914504}]}",0.294544863,4.117632055,0.019324335,0.003126413,0.937144188,0.11217438667486994,0.09397952396078452,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.5440999604813443, 'radius': 1.932826825737906, 'weight': 0.4278318318273608}, {'center': -0.2445950863405736, 'radius': 1.552779790334614, 'weight': 0.1847738937134942}, {'center': 0.4337559125413344, 'radius': 1.2801926826167562, 'weight': 0.38739427445914504}]}",0.185243083,2.174443764,0.02030081,0.001379383,0.97069502,5.9383314264668865,0.8223806513717042,0.98989898989899,0.10050000000000008
"{'length': 3, 'rbfs': [{'center': 0.5440999604813443, 'radius': 1.932826825737906, 'weight': 0.4278318318273608}, {'center': -0.2445950863405736, 'radius': 1.552779790334614, 'weight': 0.1847738937134942}, {'center': 0.4337559125413344, 'radius': 1.2801926826167562, 'weight': 0.38739427445914504}]}",0.367531268,3.87841539,0.01499781,0.003251608,0.953348354,0.08417946055380192,0.13927054439382136,1.0,1.0000000000000007
