policy,b,q,mean,stdev,delta,max_P,utility,inertia,reliability
"{'length': 3, 'rbfs': [{'center': 0.49854837233219457, 'radius': 0.9779678060177663, 'weight': 0.32921635244239833}, {'center': 0.27092949305895764, 'radius': 0.5102983526846172, 'weight': 0.632848333194797}, {'center': 0.034363899578416485, 'radius': 1.1479354969892568, 'weight': 0.03793531436280467}]}",0.137078405,2.032402317,0.023101743,0.002239138,0.987265478,8.090738803404562,2.0561995373636677,0.9797979797979798,0.01999999999999999
"{'length': 3, 'rbfs': [{'center': 0.49854837233219457, 'radius': 0.9779678060177663, 'weight': 0.32921635244239833}, {'center': 0.27092949305895764, 'radius': 0.5102983526846172, 'weight': 0.632848333194797}, {'center': 0.034363899578416485, 'radius': 1.1479354969892568, 'weight': 0.03793531436280467}]}",0.120606895,3.279107081,0.047283014,0.001667307,0.933004963,9.507521893271702,0.3953401839956325,0.9797979797979798,0.07290000000000003
"{'length': 3, 'rbfs': [{'center': 0.49854837233219457, 'radius': 0.9779678060177663, 'weight': 0.32921635244239833}, {'center': 0.27092949305895764, 'radius': 0.5102983526846172, 'weight': 0.632848333194797}, {'center': 0.034363899578416485, 'radius': 1.1479354969892568, 'weight': 0.03793531436280467}]}",0.441488174,4.282712431,0.029902955,0.002356401,0.956077435,0.1349187303217788,0.2948650811036313,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.49854837233219457, 'radius': 0.9779678060177663, 'weight': 0.32921635244239833}, {'center': 0.27092949305895764, 'radius': 0.5102983526846172, 'weight': 0.632848333194797}, {'center': 0.034363899578416485, 'radius': 1.1479354969892568, 'weight': 0.03793531436280467}]}",0.192153961,3.303471313,0.012662634,0.001903339,0.944372115,0.17126982681776545,0.17195375406549807,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.49854837233219457, 'radius': 0.9779678060177663, 'weight': 0.32921635244239833}, {'center': 0.27092949305895764, 'radius': 0.5102983526846172, 'weight': 0.632848333194797}, {'center': 0.034363899578416485, 'radius': 1.1479354969892568, 'weight': 0.03793531436280467}]}",0.27346266,2.300749941,0.035308018,0.003473691,0.946532542,4.008242439216947,0.40493532199892707,0.9797979797979798,0.13499999999999993
"{'length': 3, 'rbfs': [{'center': 0.49854837233219457, 'radius': 0.9779678060177663, 'weight': 0.32921635244239833}, {'center': 0.27092949305895764, 'radius': 0.5102983526846172, 'weight': 0.632848333194797}, {'center': 0.034363899578416485, 'radius': 1.1479354969892568, 'weight': 0.03793531436280467}]}",0.442207511,3.774622539,0.010554941,0.004276866,0.971660928,0.11395082561457237,0.5376152710270444,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.49854837233219457, 'radius': 0.9779678060177663, 'weight': 0.32921635244239833}, {'center': 0.27092949305895764, 'radius': 0.5102983526846172, 'weight': 0.632848333194797}, {'center': 0.034363899578416485, 'radius': 1.1479354969892568, 'weight': 0.03793531436280467}]}",0.301653013,3.675816648,0.038389178,0.004053571,0.967774156,0.18315532970501786,0.216189186423212,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.49854837233219457, 'radius': 0.9779678060177663, 'weight': 0.32921635244239833}, {'center': 0.27092949305895764, 'radius': 0.5102983526846172, 'weight': 0.632848333194797}, {'center': 0.034363899578416485, 'radius': 1.1479354969892568, 'weight': 0.03793531436280467}]}",0.294544863,4.117632055,0.019324335,0.003126413,0.937144188,0.14912853410573515,0.18936958022416078,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.49854837233219457, 'radius': 0.9779678060177663, 'weight': 0.32921635244239833}, {'center': 0.27092949305895764, 'radius': 0.5102983526846172, 'weight': 0.632848333194797}, {'center': 0.034363899578416485, 'radius': 1.1479354969892568, 'weight': 0.03793531436280467}]}",0.185243083,2.174443764,0.02030081,0.001379383,0.97069502,5.938395760111748,1.0142463346999169,0.9797979797979798,0.05990000000000015
"{'length': 3, 'rbfs': [{'center': 0.49854837233219457, 'radius': 0.9779678060177663, 'weight': 0.32921635244239833}, {'center': 0.27092949305895764, 'radius': 0.5102983526846172, 'weight': 0.632848333194797}, {'center': 0.034363899578416485, 'radius': 1.1479354969892568, 'weight': 0.03793531436280467}]}",0.367531268,3.87841539,0.01499781,0.003251608,0.953348354,0.1289505445544291,0.29981866228841314,0.9797979797979798,1.0000000000000007
