policy,b,q,mean,stdev,delta,max_P,utility,inertia,reliability
"{'length': 3, 'rbfs': [{'center': 0.4397277238825903, 'radius': 1.9195953742115224, 'weight': 0.15546672007863777}, {'center': 0.41794526225508166, 'radius': 1.9067365614972016, 'weight': 0.11665808868040314}, {'center': 0.5459207366644716, 'radius': 1.968807539667302, 'weight': 0.7278751912409591}]}",0.137078405,2.032402317,0.023101743,0.002239138,0.987265478,8.090626317567569,1.8125346152829804,0.98989898989899,0.05010000000000004
"{'length': 3, 'rbfs': [{'center': 0.4397277238825903, 'radius': 1.9195953742115224, 'weight': 0.15546672007863777}, {'center': 0.41794526225508166, 'radius': 1.9067365614972016, 'weight': 0.11665808868040314}, {'center': 0.5459207366644716, 'radius': 1.968807539667302, 'weight': 0.7278751912409591}]}",0.120606895,3.279107081,0.047283014,0.001667307,0.933004963,9.50761435323116,0.2542034963634689,0.98989898989899,0.09449999999999997
"{'length': 3, 'rbfs': [{'center': 0.4397277238825903, 'radius': 1.9195953742115224, 'weight': 0.15546672007863777}, {'center': 0.41794526225508166, 'radius': 1.9067365614972016, 'weight': 0.11665808868040314}, {'center': 0.5459207366644716, 'radius': 1.968807539667302, 'weight': 0.7278751912409591}]}",0.441488174,4.282712431,0.029902955,0.002356401,0.956077435,0.09206241301592433,0.09991216226699257,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.4397277238825903, 'radius': 1.9195953742115224, 'weight': 0.15546672007863777}, {'center': 0.41794526225508166, 'radius': 1.9067365614972016, 'weight': 0.11665808868040314}, {'center': 0.5459207366644716, 'radius': 1.968807539667302, 'weight': 0.7278751912409591}]}",0.192153961,3.303471313,0.012662634,0.001903339,0.944372115,0.12380978108436708,0.07969142056250876,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.4397277238825903, 'radius': 1.9195953742115224, 'weight': 0.15546672007863777}, {'center': 0.41794526225508166, 'radius': 1.9067365614972016, 'weight': 0.11665808868040314}, {'center': 0.5459207366644716, 'radius': 1.968807539667302, 'weight': 0.7278751912409591}]}",0.27346266,2.300749941,0.035308018,0.003473691,0.946532542,4.0080959971284615,0.25976149726490105,0.98989898989899,0.18229999999999996
"{'length': 3, 'rbfs': [{'center': 0.4397277238825903, 'radius': 1.9195953742115224, 'weight': 0.15546672007863777}, {'center': 0.41794526225508166, 'radius': 1.9067365614972016, 'weight': 0.11665808868040314}, {'center': 0.5459207366644716, 'radius': 1.968807539667302, 'weight': 0.7278751912409591}]}",0.442207511,3.774622539,0.010554941,0.004276866,0.971660928,0.055565630970713084,0.18316977011504426,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.4397277238825903, 'radius': 1.9195953742115224, 'weight': 0.15546672007863777}, {'center': 0.41794526225508166, 'radius': 1.9067365614972016, 'weight': 0.11665808868040314}, {'center': 0.5459207366644716, 'radius': 1.968807539667302, 'weight': 0.7278751912409591}]}",0.301653013,3.675816648,0.038389178,0.004053571,0.967774156,0.16603773686733914,0.12416635868443243,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.4397277238825903, 'radius': 1.9195953742115224, 'weight': 0.15546672007863777}, {'center': 0.41794526225508166, 'radius': 1.9067365614972016, 'weight': 0.11665808868040314}, {'center': 0.5459207366644716, 'radius': 1.968807539667302, 'weight': 0.7278751912409591}]}",0.294544863,4.117632055,0.019324335,0.003126413,0.937144188,0.10086999852628498,0.07064303359396024,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.4397277238825903, 'radius': 1.9195953742115224, 'weight': 0.15546672007863777}, {'center': 0.41794526225508166, 'radius': 1.9067365614972016, 'weight': 0.11665808868040314}, {'center': 0.5459207366644716, 'radius': 1.968807539667302, 'weight': 0.7278751912409591}]}",0.185243083,2.174443764,0.02030081,0.001379383,0.97069502,5.93828123846073,0.7545028309303043,0.98989898989899,0.1112000000000001
"{'length': 3, 'rbfs': [{'center': 0.4397277238825903, 'radius': 1.9195953742115224, 'weight': 0.15546672007863777}, {'center': 0.41794526225508166, 'radius': 1.9067365614972016, 'weight': 0.11665808868040314}, {'center': 0.5459207366644716, 'radius': 1.968807539667302, 'weight': 0.7278751912409591}]}",0.367531268,3.87841539,0.01499781,0.003251608,0.953348354,0.07407170173871884,0.10567136164121879,1.0,1.0000000000000007
