policy,b,q,mean,stdev,delta,max_P,utility,inertia,reliability
"{'length': 3, 'rbfs': [{'center': 0.16221178864566488, 'radius': 1.9233538350172372, 'weight': 0.31834776847553165}, {'center': 0.4308239582644, 'radius': 1.815964161344232, 'weight': 0.30467782338691185}, {'center': 0.5897966243013055, 'radius': 1.3659342973265562, 'weight': 0.37697440813755656}]}",0.137078405,2.032402317,0.023101743,0.002239138,0.987265478,8.090916798214876,1.8865989683701212,0.98989898989899,0.03989999999999998
"{'length': 3, 'rbfs': [{'center': 0.16221178864566488, 'radius': 1.9233538350172372, 'weight': 0.31834776847553165}, {'center': 0.4308239582644, 'radius': 1.815964161344232, 'weight': 0.30467782338691185}, {'center': 0.5897966243013055, 'radius': 1.3659342973265562, 'weight': 0.37697440813755656}]}",0.120606895,3.279107081,0.047283014,0.001667307,0.933004963,9.507651552187387,0.2846054529628173,0.98989898989899,0.0899999999999999
"{'length': 3, 'rbfs': [{'center': 0.16221178864566488, 'radius': 1.9233538350172372, 'weight': 0.31834776847553165}, {'center': 0.4308239582644, 'radius': 1.815964161344232, 'weight': 0.30467782338691185}, {'center': 0.5897966243013055, 'radius': 1.3659342973265562, 'weight': 0.37697440813755656}]}",0.441488174,4.282712431,0.029902955,0.002356401,0.956077435,0.10983972657244087,0.17397969414658349,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.16221178864566488, 'radius': 1.9233538350172372, 'weight': 0.31834776847553165}, {'center': 0.4308239582644, 'radius': 1.815964161344232, 'weight': 0.30467782338691185}, {'center': 0.5897966243013055, 'radius': 1.3659342973265562, 'weight': 0.37697440813755656}]}",0.192153961,3.303471313,0.012662634,0.001903339,0.944372115,0.14858810391905333,0.12113682304002339,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.16221178864566488, 'radius': 1.9233538350172372, 'weight': 0.31834776847553165}, {'center': 0.4308239582644, 'radius': 1.815964161344232, 'weight': 0.30467782338691185}, {'center': 0.5897966243013055, 'radius': 1.3659342973265562, 'weight': 0.37697440813755656}]}",0.27346266,2.300749941,0.035308018,0.003473691,0.946532542,4.008526520291859,0.2905411663519753,0.98989898989899,0.16359999999999986
"{'length': 3, 'rbfs': [{'center': 0.16221178864566488, 'radius': 1.9233538350172372, 'weight': 0.31834776847553165}, {'center': 0.4308239582644, 'radius': 1.815964161344232, 'weight': 0.30467782338691185}, {'center': 0.5897966243013055, 'radius': 1.3659342973265562, 'weight': 0.37697440813755656}]}",0.442207511,3.774622539,0.010554941,0.004276866,0.971660928,0.07586572181635576,0.3059831904465013,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.16221178864566488, 'radius': 1.9233538350172372, 'weight': 0.31834776847553165}, {'center': 0.4308239582644, 'radius': 1.815964161344232, 'weight': 0.30467782338691185}, {'center': 0.5897966243013055, 'radius': 1.3659342973265562, 'weight': 0.37697440813755656}]}",0.301653013,3.675816648,0.038389178,0.004053571,0.967774156,0.17269079631845088,0.1587819722727139,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.16221178864566488, 'radius': 1.9233538350172372, 'weight': 0.31834776847553165}, {'center': 0.4308239582644, 'radius': 1.815964161344232, 'weight': 0.30467782338691185}, {'center': 0.5897966243013055, 'radius': 1.3659342973265562, 'weight': 0.37697440813755656}]}",0.294544863,4.117632055,0.019324335,0.003126413,0.937144188,0.12365501823334718,0.12009509911035701,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.16221178864566488, 'radius': 1.9233538350172372, 'weight': 0.31834776847553165}, {'center': 0.4308239582644, 'radius': 1.815964161344232, 'weight': 0.30467782338691185}, {'center': 0.5897966243013055, 'radius': 1.3659342973265562, 'weight': 0.37697440813755656}]}",0.185243083,2.174443764,0.02030081,0.001379383,0.97069502,5.937796696232706,0.8356039729651148,0.98989898989899,0.0897999999999999
"{'length': 3, 'rbfs': [{'center': 0.16221178864566488, 'radius': 1.9233538350172372, 'weight': 0.31834776847553165}, {'center': 0.4308239582644, 'radius': 1.815964161344232, 'weight': 0.30467782338691185}, {'center': 0.5897966243013055, 'radius': 1.3659342973265562, 'weight': 0.37697440813755656}]}",0.367531268,3.87841539,0.01499781,0.003251608,0.953348354,0.09595724210339295,0.17760138378013285,1.0,1.0000000000000007
