policy,b,q,mean,stdev,delta,max_P,utility,inertia,reliability
"{'length': 2, 'rbfs': [{'center': 0.3308531697253734, 'radius': 0.6742615390433367, 'weight': 0.7536771731859789}, {'center': 0.19545480311196872, 'radius': 1.6862063050663436, 'weight': 0.24632282681402107}]}",0.1370784048581735,2.0324023174392627,0.0231017432444765,0.0022391376447173,0.9872654776105082,8.091324433152526,2.0008753652821465,0.9797979797979798,0.01999999999999999
"{'length': 2, 'rbfs': [{'center': 0.3308531697253734, 'radius': 0.6742615390433367, 'weight': 0.7536771731859789}, {'center': 0.19545480311196872, 'radius': 1.6862063050663436, 'weight': 0.24632282681402107}]}",0.1206068952617858,3.2791070805666296,0.0472830137715462,0.001667307272905,0.9330049626617296,9.507203569116184,0.354436172820682,0.9797979797979798,0.07999999999999996
"{'length': 2, 'rbfs': [{'center': 0.3308531697253734, 'radius': 0.6742615390433367, 'weight': 0.7536771731859789}, {'center': 0.19545480311196872, 'radius': 1.6862063050663436, 'weight': 0.24632282681402107}]}",0.4414881736956257,4.282712430569775,0.02990295522196,0.0023564006158166,0.956077435058705,0.12081804861155886,0.23455749543968996,0.9797979797979798,1.0000000000000007
"{'length': 2, 'rbfs': [{'center': 0.3308531697253734, 'radius': 0.6742615390433367, 'weight': 0.7536771731859789}, {'center': 0.19545480311196872, 'radius': 1.6862063050663436, 'weight': 0.24632282681402107}]}",0.1921539614042056,3.303471312629873,0.0126626343082307,0.0019033393719635,0.9443721151248448,0.15137651550801517,0.14565487113818443,0.98989898989899,1.0000000000000007
"{'length': 2, 'rbfs': [{'center': 0.3308531697253734, 'radius': 0.6742615390433367, 'weight': 0.7536771731859789}, {'center': 0.19545480311196872, 'radius': 1.6862063050663436, 'weight': 0.24632282681402107}]}",0.2734626596088857,2.300749940890457,0.0353080184308727,0.0034736911517796,0.9465325423155532,4.008946778410705,0.3506667730373614,0.9797979797979798,0.14940000000000003
"{'length': 2, 'rbfs': [{'center': 0.3308531697253734, 'radius': 0.6742615390433367, 'weight': 0.7536771731859789}, {'center': 0.19545480311196872, 'radius': 1.6862063050663436, 'weight': 0.24632282681402107}]}",0.4422075113377081,3.774622539159272,0.0105549414484709,0.0042768661381653,0.9716609280262112,0.09958760728148366,0.4404352316766357,0.9797979797979798,1.0000000000000007
"{'length': 2, 'rbfs': [{'center': 0.3308531697253734, 'radius': 0.6742615390433367, 'weight': 0.7536771731859789}, {'center': 0.19545480311196872, 'radius': 1.6862063050663436, 'weight': 0.24632282681402107}]}",0.3016530125750196,3.67581664787382,0.0383891782536468,0.0040535707401182,0.9677741560660136,0.16917464138611235,0.16799706156391045,0.98989898989899,1.0000000000000007
"{'length': 2, 'rbfs': [{'center': 0.3308531697253734, 'radius': 0.6742615390433367, 'weight': 0.7536771731859789}, {'center': 0.19545480311196872, 'radius': 1.6862063050663436, 'weight': 0.24632282681402107}]}",0.2945448629231713,4.1176320552367285,0.0193243345634652,0.0031264132105445,0.9371441877762446,0.13296777109241453,0.15350638545730064,0.98989898989899,1.0000000000000007
"{'length': 2, 'rbfs': [{'center': 0.3308531697253734, 'radius': 0.6742615390433367, 'weight': 0.7536771731859789}, {'center': 0.19545480311196872, 'radius': 1.6862063050663436, 'weight': 0.24632282681402107}]}",0.1852430830953149,2.1744437644808445,0.0203008096517087,0.0013793828275979,0.9706950196513534,5.9382037541953805,0.9463312187792394,0.9797979797979798,0.07
"{'length': 2, 'rbfs': [{'center': 0.3308531697253734, 'radius': 0.6742615390433367, 'weight': 0.7536771731859789}, {'center': 0.19545480311196872, 'radius': 1.6862063050663436, 'weight': 0.24632282681402107}]}",0.3675312677701485,3.878415389858131,0.0149978103930586,0.0032516076860642,0.9533483537238931,0.11279594023629591,0.2455084637316773,0.9797979797979798,1.0000000000000007
