policy,b,q,mean,stdev,delta,max_P,utility,inertia,reliability
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.137078405,2.032402317,0.023101743,0.002239138,0.987265478,8.090992923797707,2.0256616749868326,0.98989898989899,0.01999999999999999
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.120606895,3.279107081,0.047283014,0.001667307,0.933004963,9.50718664600607,0.3752099691996536,0.9797979797979798,0.06000000000000015
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.441488174,4.282712431,0.029902955,0.002356401,0.956077435,0.15912861862973332,0.37444726968002856,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.192153961,3.303471313,0.012662634,0.001903339,0.944372115,0.2659841739222323,0.23752529929690283,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.27346266,2.300749941,0.035308018,0.003473691,0.946532542,4.008725528601726,0.45809427672639114,0.9797979797979798,0.08899999999999991
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.442207511,3.774622539,0.010554941,0.004276866,0.971660928,0.12681904876493397,0.6109523159525033,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.301653013,3.675816648,0.038389178,0.004053571,0.967774156,0.24174326951436864,0.37806316423698094,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.294544863,4.117632055,0.019324335,0.003126413,0.937144188,0.19005605823869715,0.25016164269175767,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.185243083,2.174443764,0.02030081,0.001379383,0.97069502,5.93823293245242,1.0195233035620639,0.98989898989899,0.04810000000000002
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.367531268,3.87841539,0.01499781,0.003251608,0.953348354,0.15400550561791063,0.3655650219364394,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.395311893,3.745014259,0.010634332,0.002105413,0.974595537,0.13766748591625377,0.6409176492512825,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.218720428,2.366604448,0.030723293,0.002640518,0.973965092,5.075073362372984,1.110175631977636,0.98989898989899,0.06970000000000001
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.372124109,2.224774819,0.024393224,0.004407756,0.93138692,0.2902951020401257,0.19986299782701106,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.274826212,4.464517038,0.011347991,0.0035373,0.946362257,0.1787314323024512,0.3019904986777036,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.235091798,3.373169572,0.023343156,0.003632734,0.980270466,0.2576875274016915,0.5196040665562283,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.2943413691443137, 'radius': 1.9404557602365458, 'weight': 0.22246820652625332}, {'center': 0.9637656665362251, 'radius': 1.552779790334614, 'weight': 0.28428002863079943}, {'center': 0.13509093231776143, 'radius': 1.9616918314362706, 'weight': 0.49325176484294714}]}",0.250259486,2.04960679,0.027883327,0.003135422,0.98289943,4.317530015420893,1.6166314451918347,0.98989898989899,0.05010000000000004
