policy,b,q,mean,stdev,delta,max_P,utility,inertia,reliability
"{'length': 3, 'rbfs': [{'center': 0.29064079580781743, 'radius': 1.3737460783177347, 'weight': 0.23757935689979792}, {'center': 0.7447513575655642, 'radius': 1.9135559155306736, 'weight': 0.24339478850035998}, {'center': 0.2596794689188071, 'radius': 1.5403066800657372, 'weight': 0.5190258545998422}]}",0.137078405,2.032402317,0.023101743,0.002239138,0.987265478,8.09113362860712,1.8436944506600863,0.98989898989899,0.05000000000000004
"{'length': 3, 'rbfs': [{'center': 0.29064079580781743, 'radius': 1.3737460783177347, 'weight': 0.23757935689979792}, {'center': 0.7447513575655642, 'radius': 1.9135559155306736, 'weight': 0.24339478850035998}, {'center': 0.2596794689188071, 'radius': 1.5403066800657372, 'weight': 0.5190258545998422}]}",0.120606895,3.279107081,0.047283014,0.001667307,0.933004963,9.50753302625267,0.2709651193893115,0.98989898989899,0.09389999999999997
"{'length': 3, 'rbfs': [{'center': 0.29064079580781743, 'radius': 1.3737460783177347, 'weight': 0.23757935689979792}, {'center': 0.7447513575655642, 'radius': 1.9135559155306736, 'weight': 0.24339478850035998}, {'center': 0.2596794689188071, 'radius': 1.5403066800657372, 'weight': 0.5190258545998422}]}",0.441488174,4.282712431,0.029902955,0.002356401,0.956077435,0.0936928337862766,0.10510691856576228,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.29064079580781743, 'radius': 1.3737460783177347, 'weight': 0.23757935689979792}, {'center': 0.7447513575655642, 'radius': 1.9135559155306736, 'weight': 0.24339478850035998}, {'center': 0.2596794689188071, 'radius': 1.5403066800657372, 'weight': 0.5190258545998422}]}",0.192153961,3.303471313,0.012662634,0.001903339,0.944372115,0.12387051900809067,0.08124886275317285,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.29064079580781743, 'radius': 1.3737460783177347, 'weight': 0.23757935689979792}, {'center': 0.7447513575655642, 'radius': 1.9135559155306736, 'weight': 0.24339478850035998}, {'center': 0.2596794689188071, 'radius': 1.5403066800657372, 'weight': 0.5190258545998422}]}",0.27346266,2.300749941,0.035308018,0.003473691,0.946532542,4.008553863611081,0.2662760992745109,0.98989898989899,0.18079999999999996
"{'length': 3, 'rbfs': [{'center': 0.29064079580781743, 'radius': 1.3737460783177347, 'weight': 0.23757935689979792}, {'center': 0.7447513575655642, 'radius': 1.9135559155306736, 'weight': 0.24339478850035998}, {'center': 0.2596794689188071, 'radius': 1.5403066800657372, 'weight': 0.5190258545998422}]}",0.442207511,3.774622539,0.010554941,0.004276866,0.971660928,0.05660170152103572,0.18837475751003363,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.29064079580781743, 'radius': 1.3737460783177347, 'weight': 0.23757935689979792}, {'center': 0.7447513575655642, 'radius': 1.9135559155306736, 'weight': 0.24339478850035998}, {'center': 0.2596794689188071, 'radius': 1.5403066800657372, 'weight': 0.5190258545998422}]}",0.301653013,3.675816648,0.038389178,0.004053571,0.967774156,0.16641674781906154,0.1247786666015415,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.29064079580781743, 'radius': 1.3737460783177347, 'weight': 0.23757935689979792}, {'center': 0.7447513575655642, 'radius': 1.9135559155306736, 'weight': 0.24339478850035998}, {'center': 0.2596794689188071, 'radius': 1.5403066800657372, 'weight': 0.5190258545998422}]}",0.294544863,4.117632055,0.019324335,0.003126413,0.937144188,0.10232708810564846,0.07332989360789738,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.29064079580781743, 'radius': 1.3737460783177347, 'weight': 0.23757935689979792}, {'center': 0.7447513575655642, 'radius': 1.9135559155306736, 'weight': 0.24339478850035998}, {'center': 0.2596794689188071, 'radius': 1.5403066800657372, 'weight': 0.5190258545998422}]}",0.185243083,2.174443764,0.02030081,0.001379383,0.97069502,5.93843709368629,0.7767057258540737,0.98989898989899,0.1110000000000001
"{'length': 3, 'rbfs': [{'center': 0.29064079580781743, 'radius': 1.3737460783177347, 'weight': 0.23757935689979792}, {'center': 0.7447513575655642, 'radius': 1.9135559155306736, 'weight': 0.24339478850035998}, {'center': 0.2596794689188071, 'radius': 1.5403066800657372, 'weight': 0.5190258545998422}]}",0.367531268,3.87841539,0.01499781,0.003251608,0.953348354,0.07517062562383851,0.11017518411204466,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.29064079580781743, 'radius': 1.3737460783177347, 'weight': 0.23757935689979792}, {'center': 0.7447513575655642, 'radius': 1.9135559155306736, 'weight': 0.24339478850035998}, {'center': 0.2596794689188071, 'radius': 1.5403066800657372, 'weight': 0.5190258545998422}]}",0.395311893,3.745014259,0.010634332,0.002105413,0.974595537,0.06138073638971028,0.1982395470211839,1.0,1.0000000000000007
