policy,b,q,mean,stdev,delta,max_P,utility,inertia,reliability
"{'length': 3, 'rbfs': [{'center': 0.4451398583110735, 'radius': 0.6507887426227907, 'weight': 0.17869719341093138}, {'center': 0.44724099241369214, 'radius': 0.5964670369266882, 'weight': 0.4231097578997153}, {'center': 0.5252245107686595, 'radius': 1.1075943659548952, 'weight': 0.3981930486893534}]}",0.137078405,2.032402317,0.023101743,0.002239138,0.987265478,8.090987099634333,2.0997677427931993,0.9696969696969697,0.01999999999999999
"{'length': 3, 'rbfs': [{'center': 0.4451398583110735, 'radius': 0.6507887426227907, 'weight': 0.17869719341093138}, {'center': 0.44724099241369214, 'radius': 0.5964670369266882, 'weight': 0.4231097578997153}, {'center': 0.5252245107686595, 'radius': 1.1075943659548952, 'weight': 0.3981930486893534}]}",0.120606895,3.279107081,0.047283014,0.001667307,0.933004963,9.507621060918785,0.41767007612736406,0.9797979797979798,0.05630000000000011
"{'length': 3, 'rbfs': [{'center': 0.4451398583110735, 'radius': 0.6507887426227907, 'weight': 0.17869719341093138}, {'center': 0.44724099241369214, 'radius': 0.5964670369266882, 'weight': 0.4231097578997153}, {'center': 0.5252245107686595, 'radius': 1.1075943659548952, 'weight': 0.3981930486893534}]}",0.441488174,4.282712431,0.029902955,0.002356401,0.956077435,0.20223933019930435,0.5228929022249802,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.4451398583110735, 'radius': 0.6507887426227907, 'weight': 0.17869719341093138}, {'center': 0.44724099241369214, 'radius': 0.5964670369266882, 'weight': 0.4231097578997153}, {'center': 0.5252245107686595, 'radius': 1.1075943659548952, 'weight': 0.3981930486893534}]}",0.192153961,3.303471313,0.012662634,0.001903339,0.944372115,0.25299260484315317,0.25282984684151566,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.4451398583110735, 'radius': 0.6507887426227907, 'weight': 0.17869719341093138}, {'center': 0.44724099241369214, 'radius': 0.5964670369266882, 'weight': 0.4231097578997153}, {'center': 0.5252245107686595, 'radius': 1.1075943659548952, 'weight': 0.3981930486893534}]}",0.27346266,2.300749941,0.035308018,0.003473691,0.946532542,4.009180138417829,0.5011407002228827,0.9797979797979798,0.07969999999999997
"{'length': 3, 'rbfs': [{'center': 0.4451398583110735, 'radius': 0.6507887426227907, 'weight': 0.17869719341093138}, {'center': 0.44724099241369214, 'radius': 0.5964670369266882, 'weight': 0.4231097578997153}, {'center': 0.5252245107686595, 'radius': 1.1075943659548952, 'weight': 0.3981930486893534}]}",0.442207511,3.774622539,0.010554941,0.004276866,0.971660928,0.17645085072928807,0.9032374790218034,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.4451398583110735, 'radius': 0.6507887426227907, 'weight': 0.17869719341093138}, {'center': 0.44724099241369214, 'radius': 0.5964670369266882, 'weight': 0.4231097578997153}, {'center': 0.5252245107686595, 'radius': 1.1075943659548952, 'weight': 0.3981930486893534}]}",0.301653013,3.675816648,0.038389178,0.004053571,0.967774156,0.24347875496040342,0.4044024276104425,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.4451398583110735, 'radius': 0.6507887426227907, 'weight': 0.17869719341093138}, {'center': 0.44724099241369214, 'radius': 0.5964670369266882, 'weight': 0.4231097578997153}, {'center': 0.5252245107686595, 'radius': 1.1075943659548952, 'weight': 0.3981930486893534}]}",0.294544863,4.117632055,0.019324335,0.003126413,0.937144188,0.21493852124874036,0.31404260305912207,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.4451398583110735, 'radius': 0.6507887426227907, 'weight': 0.17869719341093138}, {'center': 0.44724099241369214, 'radius': 0.5964670369266882, 'weight': 0.4231097578997153}, {'center': 0.5252245107686595, 'radius': 1.1075943659548952, 'weight': 0.3981930486893534}]}",0.185243083,2.174443764,0.02030081,0.001379383,0.97069502,5.9381517033642846,1.0929849444953554,0.9797979797979798,0.030000000000000075
"{'length': 3, 'rbfs': [{'center': 0.4451398583110735, 'radius': 0.6507887426227907, 'weight': 0.17869719341093138}, {'center': 0.44724099241369214, 'radius': 0.5964670369266882, 'weight': 0.4231097578997153}, {'center': 0.5252245107686595, 'radius': 1.1075943659548952, 'weight': 0.3981930486893534}]}",0.367531268,3.87841539,0.01499781,0.003251608,0.953348354,0.19357687781009866,0.4949628344157555,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.4451398583110735, 'radius': 0.6507887426227907, 'weight': 0.17869719341093138}, {'center': 0.44724099241369214, 'radius': 0.5964670369266882, 'weight': 0.4231097578997153}, {'center': 0.5252245107686595, 'radius': 1.1075943659548952, 'weight': 0.3981930486893534}]}",0.395311893,3.745014259,0.010634332,0.002105413,0.974595537,0.18373651903682545,0.9077346852874907,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.4451398583110735, 'radius': 0.6507887426227907, 'weight': 0.17869719341093138}, {'center': 0.44724099241369214, 'radius': 0.5964670369266882, 'weight': 0.4231097578997153}, {'center': 0.5252245107686595, 'radius': 1.1075943659548952, 'weight': 0.3981930486893534}]}",0.218720428,2.366604448,0.030723293,0.002640518,0.973965092,5.074200803482805,1.1844671781015432,0.9797979797979798,0.055600000000000094
