policy,b,q,mean,stdev,delta,max_P,utility,inertia,reliability
"{'length': 3, 'rbfs': [{'center': 0.1686681429702873, 'radius': 1.3785446829208816, 'weight': 0.4157369177804505}, {'center': 0.3749288352886869, 'radius': 1.813923809122632, 'weight': 0.2564090052676078}, {'center': 0.6670875373868335, 'radius': 1.5351844842807056, 'weight': 0.3278540769519416}]}",0.137078405,2.032402317,0.023101743,0.002239138,0.987265478,8.090837236482948,1.892579953118916,0.98989898989899,0.03999999999999998
"{'length': 3, 'rbfs': [{'center': 0.1686681429702873, 'radius': 1.3785446829208816, 'weight': 0.4157369177804505}, {'center': 0.3749288352886869, 'radius': 1.813923809122632, 'weight': 0.2564090052676078}, {'center': 0.6670875373868335, 'radius': 1.5351844842807056, 'weight': 0.3278540769519416}]}",0.120606895,3.279107081,0.047283014,0.001667307,0.933004963,9.506861616189463,0.29132636153285213,0.98989898989899,0.0899999999999999
"{'length': 3, 'rbfs': [{'center': 0.1686681429702873, 'radius': 1.3785446829208816, 'weight': 0.4157369177804505}, {'center': 0.3749288352886869, 'radius': 1.813923809122632, 'weight': 0.2564090052676078}, {'center': 0.6670875373868335, 'radius': 1.5351844842807056, 'weight': 0.3278540769519416}]}",0.441488174,4.282712431,0.029902955,0.002356401,0.956077435,0.1069597885256157,0.15986323478917636,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.1686681429702873, 'radius': 1.3785446829208816, 'weight': 0.4157369177804505}, {'center': 0.3749288352886869, 'radius': 1.813923809122632, 'weight': 0.2564090052676078}, {'center': 0.6670875373868335, 'radius': 1.5351844842807056, 'weight': 0.3278540769519416}]}",0.192153961,3.303471313,0.012662634,0.001903339,0.944372115,0.1452177313958783,0.11525203384577544,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.1686681429702873, 'radius': 1.3785446829208816, 'weight': 0.4157369177804505}, {'center': 0.3749288352886869, 'radius': 1.813923809122632, 'weight': 0.2564090052676078}, {'center': 0.6670875373868335, 'radius': 1.5351844842807056, 'weight': 0.3278540769519416}]}",0.27346266,2.300749941,0.035308018,0.003473691,0.946532542,4.008081082516739,0.3101243882227107,0.98989898989899,0.16739999999999988
"{'length': 3, 'rbfs': [{'center': 0.1686681429702873, 'radius': 1.3785446829208816, 'weight': 0.4157369177804505}, {'center': 0.3749288352886869, 'radius': 1.813923809122632, 'weight': 0.2564090052676078}, {'center': 0.6670875373868335, 'radius': 1.5351844842807056, 'weight': 0.3278540769519416}]}",0.442207511,3.774622539,0.010554941,0.004276866,0.971660928,0.07181735944857102,0.28000427969771857,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.1686681429702873, 'radius': 1.3785446829208816, 'weight': 0.4157369177804505}, {'center': 0.3749288352886869, 'radius': 1.813923809122632, 'weight': 0.2564090052676078}, {'center': 0.6670875373868335, 'radius': 1.5351844842807056, 'weight': 0.3278540769519416}]}",0.301653013,3.675816648,0.038389178,0.004053571,0.967774156,0.17149350834661267,0.15337738069555842,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.1686681429702873, 'radius': 1.3785446829208816, 'weight': 0.4157369177804505}, {'center': 0.3749288352886869, 'radius': 1.813923809122632, 'weight': 0.2564090052676078}, {'center': 0.6670875373868335, 'radius': 1.5351844842807056, 'weight': 0.3278540769519416}]}",0.294544863,4.117632055,0.019324335,0.003126413,0.937144188,0.12043519870481065,0.11031804513800535,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.1686681429702873, 'radius': 1.3785446829208816, 'weight': 0.4157369177804505}, {'center': 0.3749288352886869, 'radius': 1.813923809122632, 'weight': 0.2564090052676078}, {'center': 0.6670875373868335, 'radius': 1.5351844842807056, 'weight': 0.3278540769519416}]}",0.185243083,2.174443764,0.02030081,0.001379383,0.97069502,5.938132121043815,0.8382318659280319,0.98989898989899,0.09229999999999992
"{'length': 3, 'rbfs': [{'center': 0.1686681429702873, 'radius': 1.3785446829208816, 'weight': 0.4157369177804505}, {'center': 0.3749288352886869, 'radius': 1.813923809122632, 'weight': 0.2564090052676078}, {'center': 0.6670875373868335, 'radius': 1.5351844842807056, 'weight': 0.3278540769519416}]}",0.367531268,3.87841539,0.01499781,0.003251608,0.953348354,0.09195089935909004,0.16477350729856907,1.0,1.0000000000000007
