pollution_limit,b,q,mean,stdev,delta,max_P,utility,inertia,reliability
"[0.0018220067333368322, 0.013447080768084698, 0.041935941613747967, 0.07384918913865599, 0.0023347813520334204, 0.00046100852396303155, 0.0006708582186338921, 0.016373449876840324, 0.0008617150829261016, 0.004225300970895044, 0.02098106553407478, 0.008977479268479789, 0.013565633498019165, 0.0016631252219127986, 0.04045765303996353, 0.022845855063146465, 0.0033688279712984666, 0.0017884705166660187, 0.017961514874008922, 0.006914364720891526, 0.0720884755952122, 0.007023963555317848, 0.02419442712179108, 0.0015996695623862675, 0.0002256225580927791, 0.02746724118842027, 0.00210659017636183, 0.045037336378445876, 0.013232551540483388, 0.003515022831204212, 0.006678348877459263, 0.027366944929496886, 0.008297147260389416, 0.004640213071986284, 0.030708490661237892, 0.06547423580253503, 0.015356465057739162, 0.020318568519820248, 0.01031540718266436, 0.017981806087429074, 0.0005935616890508324, 0.015264954308370958, 0.013233320548878401, 0.01167457223365684, 0.027296630651180126, 0.004059064209916427, 0.02169827851189458, 0.015555219855934868, 0.03207759218391923, 0.004098264805795563, 0.015053810424762426, 0.0038672711966390703, 0.023666929737154542, 0.006533138964353991, 0.008150263458173306, 0.001859205596656567, 0.056924785284752324, 0.047245498612175287, 0.015787969415971374, 0.017216199279020964, 0.02488281236690979, 0.001525327650738222, 0.018529584522651837, 0.003642575133190478, 0.023074522887842865, 0.021346905573802276, 0.05808410812205342, 0.004686880423227916, 0.0007209795333960483, 0.00956306436076673, 0.0008351721938261066, 0.028513212795426245, 0.02655259593637032, 0.005459437526162925, 0.02048828254597688, 0.03051664990003589, 0.01095319463053299, 0.00837490216821211, 0.012127067298462607, 0.00025633267323456923, 0.0012601486112259889, 0.011777610219900404, 0.017923911955185546, 0.04514893140588284, 0.006837375347353885, 0.004711385929714519, 0.015466090169368832, 0.0009123931559030813, 0.0004444366618023943, 0.004675993204619522, 0.06319359067914723, 7.074716985134751e-06, 0.005508040087752035, 0.00452926303961862, 0.020890177668342315, 0.008703668481391424, 0.024182507323771255, 0.010895401004942, 0.01854099426083883, 0.0008934284358233329]",0.137078405,2.032402317,0.023101743,0.002239138,0.987265478,7.511420224856038,0.3744682012304561,0.8585858585858586,0.03999999999999998
"[0.0018220067333368322, 0.013447080768084698, 0.041935941613747967, 0.07384918913865599, 0.0023347813520334204, 0.00046100852396303155, 0.0006708582186338921, 0.016373449876840324, 0.0008617150829261016, 0.004225300970895044, 0.02098106553407478, 0.008977479268479789, 0.013565633498019165, 0.0016631252219127986, 0.04045765303996353, 0.022845855063146465, 0.0033688279712984666, 0.0017884705166660187, 0.017961514874008922, 0.006914364720891526, 0.0720884755952122, 0.007023963555317848, 0.02419442712179108, 0.0015996695623862675, 0.0002256225580927791, 0.02746724118842027, 0.00210659017636183, 0.045037336378445876, 0.013232551540483388, 0.003515022831204212, 0.006678348877459263, 0.027366944929496886, 0.008297147260389416, 0.004640213071986284, 0.030708490661237892, 0.06547423580253503, 0.015356465057739162, 0.020318568519820248, 0.01031540718266436, 0.017981806087429074, 0.0005935616890508324, 0.015264954308370958, 0.013233320548878401, 0.01167457223365684, 0.027296630651180126, 0.004059064209916427, 0.02169827851189458, 0.015555219855934868, 0.03207759218391923, 0.004098264805795563, 0.015053810424762426, 0.0038672711966390703, 0.023666929737154542, 0.006533138964353991, 0.008150263458173306, 0.001859205596656567, 0.056924785284752324, 0.047245498612175287, 0.015787969415971374, 0.017216199279020964, 0.02488281236690979, 0.001525327650738222, 0.018529584522651837, 0.003642575133190478, 0.023074522887842865, 0.021346905573802276, 0.05808410812205342, 0.004686880423227916, 0.0007209795333960483, 0.00956306436076673, 0.0008351721938261066, 0.028513212795426245, 0.02655259593637032, 0.005459437526162925, 0.02048828254597688, 0.03051664990003589, 0.01095319463053299, 0.00837490216821211, 0.012127067298462607, 0.00025633267323456923, 0.0012601486112259889, 0.011777610219900404, 0.017923911955185546, 0.04514893140588284, 0.006837375347353885, 0.004711385929714519, 0.015466090169368832, 0.0009123931559030813, 0.0004444366618023943, 0.004675993204619522, 0.06319359067914723, 7.074716985134751e-06, 0.005508040087752035, 0.00452926303961862, 0.020890177668342315, 0.008703668481391424, 0.024182507323771255, 0.010895401004942, 0.01854099426083883, 0.0008934284358233329]",0.120606895,3.279107081,0.047283014,0.001667307,0.933004963,8.85789027327917,0.10093061790449459,0.8585858585858586,0.07999999999999996
"[0.0018220067333368322, 0.013447080768084698, 0.041935941613747967, 0.07384918913865599, 0.0023347813520334204, 0.00046100852396303155, 0.0006708582186338921, 0.016373449876840324, 0.0008617150829261016, 0.004225300970895044, 0.02098106553407478, 0.008977479268479789, 0.013565633498019165, 0.0016631252219127986, 0.04045765303996353, 0.022845855063146465, 0.0033688279712984666, 0.0017884705166660187, 0.017961514874008922, 0.006914364720891526, 0.0720884755952122, 0.007023963555317848, 0.02419442712179108, 0.0015996695623862675, 0.0002256225580927791, 0.02746724118842027, 0.00210659017636183, 0.045037336378445876, 0.013232551540483388, 0.003515022831204212, 0.006678348877459263, 0.027366944929496886, 0.008297147260389416, 0.004640213071986284, 0.030708490661237892, 0.06547423580253503, 0.015356465057739162, 0.020318568519820248, 0.01031540718266436, 0.017981806087429074, 0.0005935616890508324, 0.015264954308370958, 0.013233320548878401, 0.01167457223365684, 0.027296630651180126, 0.004059064209916427, 0.02169827851189458, 0.015555219855934868, 0.03207759218391923, 0.004098264805795563, 0.015053810424762426, 0.0038672711966390703, 0.023666929737154542, 0.006533138964353991, 0.008150263458173306, 0.001859205596656567, 0.056924785284752324, 0.047245498612175287, 0.015787969415971374, 0.017216199279020964, 0.02488281236690979, 0.001525327650738222, 0.018529584522651837, 0.003642575133190478, 0.023074522887842865, 0.021346905573802276, 0.05808410812205342, 0.004686880423227916, 0.0007209795333960483, 0.00956306436076673, 0.0008351721938261066, 0.028513212795426245, 0.02655259593637032, 0.005459437526162925, 0.02048828254597688, 0.03051664990003589, 0.01095319463053299, 0.00837490216821211, 0.012127067298462607, 0.00025633267323456923, 0.0012601486112259889, 0.011777610219900404, 0.017923911955185546, 0.04514893140588284, 0.006837375347353885, 0.004711385929714519, 0.015466090169368832, 0.0009123931559030813, 0.0004444366618023943, 0.004675993204619522, 0.06319359067914723, 7.074716985134751e-06, 0.005508040087752035, 0.00452926303961862, 0.020890177668342315, 0.008703668481391424, 0.024182507323771255, 0.010895401004942, 0.01854099426083883, 0.0008934284358233329]",0.441488174,4.282712431,0.029902955,0.002356401,0.956077435,0.1627329011874564,0.1514063274356768,0.8585858585858586,1.0000000000000007
"[0.0018220067333368322, 0.013447080768084698, 0.041935941613747967, 0.07384918913865599, 0.0023347813520334204, 0.00046100852396303155, 0.0006708582186338921, 0.016373449876840324, 0.0008617150829261016, 0.004225300970895044, 0.02098106553407478, 0.008977479268479789, 0.013565633498019165, 0.0016631252219127986, 0.04045765303996353, 0.022845855063146465, 0.0033688279712984666, 0.0017884705166660187, 0.017961514874008922, 0.006914364720891526, 0.0720884755952122, 0.007023963555317848, 0.02419442712179108, 0.0015996695623862675, 0.0002256225580927791, 0.02746724118842027, 0.00210659017636183, 0.045037336378445876, 0.013232551540483388, 0.003515022831204212, 0.006678348877459263, 0.027366944929496886, 0.008297147260389416, 0.004640213071986284, 0.030708490661237892, 0.06547423580253503, 0.015356465057739162, 0.020318568519820248, 0.01031540718266436, 0.017981806087429074, 0.0005935616890508324, 0.015264954308370958, 0.013233320548878401, 0.01167457223365684, 0.027296630651180126, 0.004059064209916427, 0.02169827851189458, 0.015555219855934868, 0.03207759218391923, 0.004098264805795563, 0.015053810424762426, 0.0038672711966390703, 0.023666929737154542, 0.006533138964353991, 0.008150263458173306, 0.001859205596656567, 0.056924785284752324, 0.047245498612175287, 0.015787969415971374, 0.017216199279020964, 0.02488281236690979, 0.001525327650738222, 0.018529584522651837, 0.003642575133190478, 0.023074522887842865, 0.021346905573802276, 0.05808410812205342, 0.004686880423227916, 0.0007209795333960483, 0.00956306436076673, 0.0008351721938261066, 0.028513212795426245, 0.02655259593637032, 0.005459437526162925, 0.02048828254597688, 0.03051664990003589, 0.01095319463053299, 0.00837490216821211, 0.012127067298462607, 0.00025633267323456923, 0.0012601486112259889, 0.011777610219900404, 0.017923911955185546, 0.04514893140588284, 0.006837375347353885, 0.004711385929714519, 0.015466090169368832, 0.0009123931559030813, 0.0004444366618023943, 0.004675993204619522, 0.06319359067914723, 7.074716985134751e-06, 0.005508040087752035, 0.00452926303961862, 0.020890177668342315, 0.008703668481391424, 0.024182507323771255, 0.010895401004942, 0.01854099426083883, 0.0008934284358233329]",0.192153961,3.303471313,0.012662634,0.001903339,0.944372115,0.21663361987505345,0.12085920133833021,0.8585858585858586,1.0000000000000007
"[0.0018220067333368322, 0.013447080768084698, 0.041935941613747967, 0.07384918913865599, 0.0023347813520334204, 0.00046100852396303155, 0.0006708582186338921, 0.016373449876840324, 0.0008617150829261016, 0.004225300970895044, 0.02098106553407478, 0.008977479268479789, 0.013565633498019165, 0.0016631252219127986, 0.04045765303996353, 0.022845855063146465, 0.0033688279712984666, 0.0017884705166660187, 0.017961514874008922, 0.006914364720891526, 0.0720884755952122, 0.007023963555317848, 0.02419442712179108, 0.0015996695623862675, 0.0002256225580927791, 0.02746724118842027, 0.00210659017636183, 0.045037336378445876, 0.013232551540483388, 0.003515022831204212, 0.006678348877459263, 0.027366944929496886, 0.008297147260389416, 0.004640213071986284, 0.030708490661237892, 0.06547423580253503, 0.015356465057739162, 0.020318568519820248, 0.01031540718266436, 0.017981806087429074, 0.0005935616890508324, 0.015264954308370958, 0.013233320548878401, 0.01167457223365684, 0.027296630651180126, 0.004059064209916427, 0.02169827851189458, 0.015555219855934868, 0.03207759218391923, 0.004098264805795563, 0.015053810424762426, 0.0038672711966390703, 0.023666929737154542, 0.006533138964353991, 0.008150263458173306, 0.001859205596656567, 0.056924785284752324, 0.047245498612175287, 0.015787969415971374, 0.017216199279020964, 0.02488281236690979, 0.001525327650738222, 0.018529584522651837, 0.003642575133190478, 0.023074522887842865, 0.021346905573802276, 0.05808410812205342, 0.004686880423227916, 0.0007209795333960483, 0.00956306436076673, 0.0008351721938261066, 0.028513212795426245, 0.02655259593637032, 0.005459437526162925, 0.02048828254597688, 0.03051664990003589, 0.01095319463053299, 0.00837490216821211, 0.012127067298462607, 0.00025633267323456923, 0.0012601486112259889, 0.011777610219900404, 0.017923911955185546, 0.04514893140588284, 0.006837375347353885, 0.004711385929714519, 0.015466090169368832, 0.0009123931559030813, 0.0004444366618023943, 0.004675993204619522, 0.06319359067914723, 7.074716985134751e-06, 0.005508040087752035, 0.00452926303961862, 0.020890177668342315, 0.008703668481391424, 0.024182507323771255, 0.010895401004942, 0.01854099426083883, 0.0008934284358233329]",0.27346266,2.300749941,0.035308018,0.003473691,0.946532542,3.7171837778630574,0.1255665742718726,0.8585858585858586,0.1474000000000001
"[0.0018220067333368322, 0.013447080768084698, 0.041935941613747967, 0.07384918913865599, 0.0023347813520334204, 0.00046100852396303155, 0.0006708582186338921, 0.016373449876840324, 0.0008617150829261016, 0.004225300970895044, 0.02098106553407478, 0.008977479268479789, 0.013565633498019165, 0.0016631252219127986, 0.04045765303996353, 0.022845855063146465, 0.0033688279712984666, 0.0017884705166660187, 0.017961514874008922, 0.006914364720891526, 0.0720884755952122, 0.007023963555317848, 0.02419442712179108, 0.0015996695623862675, 0.0002256225580927791, 0.02746724118842027, 0.00210659017636183, 0.045037336378445876, 0.013232551540483388, 0.003515022831204212, 0.006678348877459263, 0.027366944929496886, 0.008297147260389416, 0.004640213071986284, 0.030708490661237892, 0.06547423580253503, 0.015356465057739162, 0.020318568519820248, 0.01031540718266436, 0.017981806087429074, 0.0005935616890508324, 0.015264954308370958, 0.013233320548878401, 0.01167457223365684, 0.027296630651180126, 0.004059064209916427, 0.02169827851189458, 0.015555219855934868, 0.03207759218391923, 0.004098264805795563, 0.015053810424762426, 0.0038672711966390703, 0.023666929737154542, 0.006533138964353991, 0.008150263458173306, 0.001859205596656567, 0.056924785284752324, 0.047245498612175287, 0.015787969415971374, 0.017216199279020964, 0.02488281236690979, 0.001525327650738222, 0.018529584522651837, 0.003642575133190478, 0.023074522887842865, 0.021346905573802276, 0.05808410812205342, 0.004686880423227916, 0.0007209795333960483, 0.00956306436076673, 0.0008351721938261066, 0.028513212795426245, 0.02655259593637032, 0.005459437526162925, 0.02048828254597688, 0.03051664990003589, 0.01095319463053299, 0.00837490216821211, 0.012127067298462607, 0.00025633267323456923, 0.0012601486112259889, 0.011777610219900404, 0.017923911955185546, 0.04514893140588284, 0.006837375347353885, 0.004711385929714519, 0.015466090169368832, 0.0009123931559030813, 0.0004444366618023943, 0.004675993204619522, 0.06319359067914723, 7.074716985134751e-06, 0.005508040087752035, 0.00452926303961862, 0.020890177668342315, 0.008703668481391424, 0.024182507323771255, 0.010895401004942, 0.01854099426083883, 0.0008934284358233329]",0.442207511,3.774622539,0.010554941,0.004276866,0.971660928,0.12338497354430676,0.22269906941205306,0.8585858585858586,1.0000000000000007
"[0.0018220067333368322, 0.013447080768084698, 0.041935941613747967, 0.07384918913865599, 0.0023347813520334204, 0.00046100852396303155, 0.0006708582186338921, 0.016373449876840324, 0.0008617150829261016, 0.004225300970895044, 0.02098106553407478, 0.008977479268479789, 0.013565633498019165, 0.0016631252219127986, 0.04045765303996353, 0.022845855063146465, 0.0033688279712984666, 0.0017884705166660187, 0.017961514874008922, 0.006914364720891526, 0.0720884755952122, 0.007023963555317848, 0.02419442712179108, 0.0015996695623862675, 0.0002256225580927791, 0.02746724118842027, 0.00210659017636183, 0.045037336378445876, 0.013232551540483388, 0.003515022831204212, 0.006678348877459263, 0.027366944929496886, 0.008297147260389416, 0.004640213071986284, 0.030708490661237892, 0.06547423580253503, 0.015356465057739162, 0.020318568519820248, 0.01031540718266436, 0.017981806087429074, 0.0005935616890508324, 0.015264954308370958, 0.013233320548878401, 0.01167457223365684, 0.027296630651180126, 0.004059064209916427, 0.02169827851189458, 0.015555219855934868, 0.03207759218391923, 0.004098264805795563, 0.015053810424762426, 0.0038672711966390703, 0.023666929737154542, 0.006533138964353991, 0.008150263458173306, 0.001859205596656567, 0.056924785284752324, 0.047245498612175287, 0.015787969415971374, 0.017216199279020964, 0.02488281236690979, 0.001525327650738222, 0.018529584522651837, 0.003642575133190478, 0.023074522887842865, 0.021346905573802276, 0.05808410812205342, 0.004686880423227916, 0.0007209795333960483, 0.00956306436076673, 0.0008351721938261066, 0.028513212795426245, 0.02655259593637032, 0.005459437526162925, 0.02048828254597688, 0.03051664990003589, 0.01095319463053299, 0.00837490216821211, 0.012127067298462607, 0.00025633267323456923, 0.0012601486112259889, 0.011777610219900404, 0.017923911955185546, 0.04514893140588284, 0.006837375347353885, 0.004711385929714519, 0.015466090169368832, 0.0009123931559030813, 0.0004444366618023943, 0.004675993204619522, 0.06319359067914723, 7.074716985134751e-06, 0.005508040087752035, 0.00452926303961862, 0.020890177668342315, 0.008703668481391424, 0.024182507323771255, 0.010895401004942, 0.01854099426083883, 0.0008934284358233329]",0.301653013,3.675816648,0.038389178,0.004053571,0.967774156,0.23944382050449367,0.20006843699449184,0.8585858585858586,1.0000000000000007
"[0.0018220067333368322, 0.013447080768084698, 0.041935941613747967, 0.07384918913865599, 0.0023347813520334204, 0.00046100852396303155, 0.0006708582186338921, 0.016373449876840324, 0.0008617150829261016, 0.004225300970895044, 0.02098106553407478, 0.008977479268479789, 0.013565633498019165, 0.0016631252219127986, 0.04045765303996353, 0.022845855063146465, 0.0033688279712984666, 0.0017884705166660187, 0.017961514874008922, 0.006914364720891526, 0.0720884755952122, 0.007023963555317848, 0.02419442712179108, 0.0015996695623862675, 0.0002256225580927791, 0.02746724118842027, 0.00210659017636183, 0.045037336378445876, 0.013232551540483388, 0.003515022831204212, 0.006678348877459263, 0.027366944929496886, 0.008297147260389416, 0.004640213071986284, 0.030708490661237892, 0.06547423580253503, 0.015356465057739162, 0.020318568519820248, 0.01031540718266436, 0.017981806087429074, 0.0005935616890508324, 0.015264954308370958, 0.013233320548878401, 0.01167457223365684, 0.027296630651180126, 0.004059064209916427, 0.02169827851189458, 0.015555219855934868, 0.03207759218391923, 0.004098264805795563, 0.015053810424762426, 0.0038672711966390703, 0.023666929737154542, 0.006533138964353991, 0.008150263458173306, 0.001859205596656567, 0.056924785284752324, 0.047245498612175287, 0.015787969415971374, 0.017216199279020964, 0.02488281236690979, 0.001525327650738222, 0.018529584522651837, 0.003642575133190478, 0.023074522887842865, 0.021346905573802276, 0.05808410812205342, 0.004686880423227916, 0.0007209795333960483, 0.00956306436076673, 0.0008351721938261066, 0.028513212795426245, 0.02655259593637032, 0.005459437526162925, 0.02048828254597688, 0.03051664990003589, 0.01095319463053299, 0.00837490216821211, 0.012127067298462607, 0.00025633267323456923, 0.0012601486112259889, 0.011777610219900404, 0.017923911955185546, 0.04514893140588284, 0.006837375347353885, 0.004711385929714519, 0.015466090169368832, 0.0009123931559030813, 0.0004444366618023943, 0.004675993204619522, 0.06319359067914723, 7.074716985134751e-06, 0.005508040087752035, 0.00452926303961862, 0.020890177668342315, 0.008703668481391424, 0.024182507323771255, 0.010895401004942, 0.01854099426083883, 0.0008934284358233329]",0.294544863,4.117632055,0.019324335,0.003126413,0.937144188,0.17224552301207668,0.10737184892908226,0.8585858585858586,1.0000000000000007
"[0.0018220067333368322, 0.013447080768084698, 0.041935941613747967, 0.07384918913865599, 0.0023347813520334204, 0.00046100852396303155, 0.0006708582186338921, 0.016373449876840324, 0.0008617150829261016, 0.004225300970895044, 0.02098106553407478, 0.008977479268479789, 0.013565633498019165, 0.0016631252219127986, 0.04045765303996353, 0.022845855063146465, 0.0033688279712984666, 0.0017884705166660187, 0.017961514874008922, 0.006914364720891526, 0.0720884755952122, 0.007023963555317848, 0.02419442712179108, 0.0015996695623862675, 0.0002256225580927791, 0.02746724118842027, 0.00210659017636183, 0.045037336378445876, 0.013232551540483388, 0.003515022831204212, 0.006678348877459263, 0.027366944929496886, 0.008297147260389416, 0.004640213071986284, 0.030708490661237892, 0.06547423580253503, 0.015356465057739162, 0.020318568519820248, 0.01031540718266436, 0.017981806087429074, 0.0005935616890508324, 0.015264954308370958, 0.013233320548878401, 0.01167457223365684, 0.027296630651180126, 0.004059064209916427, 0.02169827851189458, 0.015555219855934868, 0.03207759218391923, 0.004098264805795563, 0.015053810424762426, 0.0038672711966390703, 0.023666929737154542, 0.006533138964353991, 0.008150263458173306, 0.001859205596656567, 0.056924785284752324, 0.047245498612175287, 0.015787969415971374, 0.017216199279020964, 0.02488281236690979, 0.001525327650738222, 0.018529584522651837, 0.003642575133190478, 0.023074522887842865, 0.021346905573802276, 0.05808410812205342, 0.004686880423227916, 0.0007209795333960483, 0.00956306436076673, 0.0008351721938261066, 0.028513212795426245, 0.02655259593637032, 0.005459437526162925, 0.02048828254597688, 0.03051664990003589, 0.01095319463053299, 0.00837490216821211, 0.012127067298462607, 0.00025633267323456923, 0.0012601486112259889, 0.011777610219900404, 0.017923911955185546, 0.04514893140588284, 0.006837375347353885, 0.004711385929714519, 0.015466090169368832, 0.0009123931559030813, 0.0004444366618023943, 0.004675993204619522, 0.06319359067914723, 7.074716985134751e-06, 0.005508040087752035, 0.00452926303961862, 0.020890177668342315, 0.008703668481391424, 0.024182507323771255, 0.010895401004942, 0.01854099426083883, 0.0008934284358233329]",0.185243083,2.174443764,0.02030081,0.001379383,0.97069502,5.513787336480456,0.21668402667466208,0.8585858585858586,0.07999999999999996
"[0.0018220067333368322, 0.013447080768084698, 0.041935941613747967, 0.07384918913865599, 0.0023347813520334204, 0.00046100852396303155, 0.0006708582186338921, 0.016373449876840324, 0.0008617150829261016, 0.004225300970895044, 0.02098106553407478, 0.008977479268479789, 0.013565633498019165, 0.0016631252219127986, 0.04045765303996353, 0.022845855063146465, 0.0033688279712984666, 0.0017884705166660187, 0.017961514874008922, 0.006914364720891526, 0.0720884755952122, 0.007023963555317848, 0.02419442712179108, 0.0015996695623862675, 0.0002256225580927791, 0.02746724118842027, 0.00210659017636183, 0.045037336378445876, 0.013232551540483388, 0.003515022831204212, 0.006678348877459263, 0.027366944929496886, 0.008297147260389416, 0.004640213071986284, 0.030708490661237892, 0.06547423580253503, 0.015356465057739162, 0.020318568519820248, 0.01031540718266436, 0.017981806087429074, 0.0005935616890508324, 0.015264954308370958, 0.013233320548878401, 0.01167457223365684, 0.027296630651180126, 0.004059064209916427, 0.02169827851189458, 0.015555219855934868, 0.03207759218391923, 0.004098264805795563, 0.015053810424762426, 0.0038672711966390703, 0.023666929737154542, 0.006533138964353991, 0.008150263458173306, 0.001859205596656567, 0.056924785284752324, 0.047245498612175287, 0.015787969415971374, 0.017216199279020964, 0.02488281236690979, 0.001525327650738222, 0.018529584522651837, 0.003642575133190478, 0.023074522887842865, 0.021346905573802276, 0.05808410812205342, 0.004686880423227916, 0.0007209795333960483, 0.00956306436076673, 0.0008351721938261066, 0.028513212795426245, 0.02655259593637032, 0.005459437526162925, 0.02048828254597688, 0.03051664990003589, 0.01095319463053299, 0.00837490216821211, 0.012127067298462607, 0.00025633267323456923, 0.0012601486112259889, 0.011777610219900404, 0.017923911955185546, 0.04514893140588284, 0.006837375347353885, 0.004711385929714519, 0.015466090169368832, 0.0009123931559030813, 0.0004444366618023943, 0.004675993204619522, 0.06319359067914723, 7.074716985134751e-06, 0.005508040087752035, 0.00452926303961862, 0.020890177668342315, 0.008703668481391424, 0.024182507323771255, 0.010895401004942, 0.01854099426083883, 0.0008934284358233329]",0.367531268,3.87841539,0.01499781,0.003251608,0.953348354,0.14006606374147604,0.14304824420135334,0.8585858585858586,1.0000000000000007
