policy,b,q,mean,stdev,delta,max_P,utility,inertia,reliability
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.137078405,2.032402317,0.023101743,0.002239138,0.987265478,8.090627653770468,1.9753100801960883,0.98989898989899,0.04900000000000003
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.120606895,3.279107081,0.047283014,0.001667307,0.933004963,9.508110741614514,0.39115991030045405,0.9797979797979798,0.08019999999999995
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.441488174,4.282712431,0.029902955,0.002356401,0.956077435,0.09106387557056808,0.09957915546704811,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.192153961,3.303471313,0.012662634,0.001903339,0.944372115,0.1235574366951205,0.08263968069992121,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.27346266,2.300749941,0.035308018,0.003473691,0.946532542,4.008582956529826,0.4110642580283086,0.9797979797979798,0.15470000000000003
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.442207511,3.774622539,0.010554941,0.004276866,0.971660928,0.054314602402392796,0.178471826425024,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.301653013,3.675816648,0.038389178,0.004053571,0.967774156,0.16644009030610685,0.12820266648040649,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.294544863,4.117632055,0.019324335,0.003126413,0.937144188,0.10087319633167265,0.07337027213468554,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.185243083,2.174443764,0.02030081,0.001379383,0.97069502,5.93840752221443,0.9035332084618949,0.98989898989899,0.10960000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.367531268,3.87841539,0.01499781,0.003251608,0.953348354,0.06994216526651506,0.09878600999021077,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.395311893,3.745014259,0.010634332,0.002105413,0.974595537,0.05832366828588465,0.18628151061660062,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.218720428,2.366604448,0.030723293,0.002640518,0.973965092,5.074581799171051,1.045261210565271,0.9797979797979798,0.1303999999999999
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.372124109,2.224774819,0.024393224,0.004407756,0.93138692,0.11472909883035581,0.06823421674819928,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.274826212,4.464517038,0.011347991,0.0035373,0.946362257,0.07872477768731267,0.0851917265104474,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.235091798,3.373169572,0.023343156,0.003632734,0.980270466,0.1502360748540877,0.1845578970893181,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.250259486,2.04960679,0.027883327,0.003135422,0.98289943,4.317938497047762,1.5483909406641112,0.9797979797979798,0.10820000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.255866873,3.969548359,0.025967377,0.004282379,0.965372657,0.14354743167390113,0.12169033266113728,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.103159956,4.473022305,0.029952275,0.003049388,0.987800321,10.951001904611198,1.8907434943289716,0.9797979797979798,0.14940000000000006
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.332003345,2.413803924,0.012469527,0.003431848,0.936792281,0.0745343549434365,0.07559900663340083,1.0,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.187702174,3.329784228,0.033573387,0.004508878,0.940808493,6.02791686076549,0.29206200308844665,0.9797979797979798,0.2106
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.167738585,2.176334771,0.010843998,0.001355318,0.938463571,6.523682993391721,0.2541386980461691,0.98989898989899,0.15600000000000003
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.438118519,4.144669916,0.044276265,0.0044546,0.952778624,0.12594531604651812,0.09292830267764877,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.131404057,2.849294911,0.019465883,0.004669355,0.951870593,8.502641457962405,0.43031283782754015,0.98989898989899,0.16869999999999988
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.412833839,2.691427944,0.042275819,0.00386466,0.932963523,0.13962956462617176,0.06853281880626808,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.414018201,2.404447103,0.033161087,0.002716156,0.963800545,0.11924479816130702,0.11698858926871383,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.355454867,3.743856717,0.035367407,0.003792265,0.964066688,0.13004750190106235,0.11735469680833348,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.431760145,3.090778451,0.046592751,0.001776437,0.960266903,0.13651976914387445,0.1077790527600455,0.98989898989899,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.302874331,2.046942227,0.03229735,0.002810819,0.9559166,3.5035614574719496,0.5251327740048837,0.9797979797979798,0.13910000000000003
"{'length': 3, 'rbfs': [{'center': 0.01104079534316571, 'radius': 1.4538944062505885, 'weight': 0.24051382531864332}, {'center': 0.1767812743328852, 'radius': 0.37959671025336467, 'weight': 0.30533485163994345}, {'center': -0.2537650093628616, 'radius': 1.7138916543432432, 'weight': 0.4541513230414133}]}",0.381263494,3.972678896,0.024279335,0.004481227,0.950319604,0.09128626520248768,0.09031778709911735,1.0,1.0000000000000007
