pollution_limit,max_P,utility,inertia,reliability
"[0.007658134660331613, 0.03683653125309759, 0.06512166902014037, 0.0036941125997470357, 0.030493208946670583, 0.0011164570489768898, 0.07297422617958223, 0.0029020425204393406, 0.018903413170241114, 0.007383490934450523, 0.028297264559707817, 0.06729590920814166, 0.08461151227506764, 0.011979330949443773, 0.02574013371970404, 0.006684234852878142, 0.01274896837321767, 0.07712786064178906, 0.048838383896005144, 0.003348202381043125, 0.037963327917644105, 0.026796988416977516, 0.043753249173430146, 0.014651356931158068, 0.020467999309203545, 0.018165747510236495, 0.0020408373571772116, 0.038689869919717554, 0.006452954820911051, 0.07734308934383646, 0.008053032655513884, 0.026004365117034252, 0.004547857173775018, 0.006988612001677991, 0.007534774783699358, 0.040909756516585155, 0.019664735233743295, 0.014758802702840959, 0.00043899368530259976, 0.03717233099436246, 0.02505098651223242, 7.974770104205638e-05, 0.06344503973677657, 0.019003086734243935, 0.04712757422275847, 0.04881984730222072, 0.005920866117152268, 0.01836836439563231, 0.016307234223723186, 0.019208153731935688, 0.0053556472497190265, 0.013391974929393266, 0.025573158357272818, 0.005079121804570558, 0.061327306223767086, 0.009935612470227858, 0.0027984308217365826, 0.07590291381461893, 0.023099377618770425, 0.029419281000111496, 0.005532966204943398, 0.05572445966892782, 0.031174991551539487, 0.0020078029329259, 0.02712183485875114, 0.0160425895890172, 0.07409079041373128, 0.006929779162041132, 0.016062695240157125, 0.02123328412545842, 0.04091333781804935, 0.031472194399762, 0.0485327982510846, 0.014824249618932986, 0.008158295313038204, 0.03364138491887518, 0.018372643327200847, 0.037568711062480636, 0.02542083861006142, 0.005869391233759624, 0.07083966258034591, 0.0012175672060450067, 0.026034221262339008, 0.019639906709074194, 0.008579977056334958, 0.07766616947517449, 0.0018611918244049635, 0.004696383113871216, 0.03964688057032061, 0.006080849411074167, 0.0040259467684442725, 0.005058967982497458, 0.01923577793128419, 0.024436340800078032, 0.03758491443013788, 0.019173163592464668, 0.08461118823142216, 0.04408466215855657, 0.00880853329005333, 0.09948748341846403]",0.2876556467360722,0.4712887250040804,0.7272727272727273,1.0000000000000007
"[0.001438932781438335, 0.0017903037302995743, 0.027858025728244463, 0.003266206395725564, 0.013172399342460363, 0.0001563868897574757, 0.016201350987047124, 0.002097554172007913, 0.018913089452161577, 0.0015611785400067215, 0.026404468513775935, 0.0055111319851838085, 0.01397298145116813, 0.006419473908285001, 0.001523825679667884, 0.005641578104772944, 0.0039495667386223905, 0.0012321922960902899, 0.001239522148559758, 2.1947093783817977e-05, 0.005396002206066931, 0.026810789949322598, 0.04384932819728086, 0.009727485318521958, 0.018766634544363156, 0.0016882494339797785, 0.008741725104490594, 0.010648544032579074, 0.0027500945807552883, 0.04451866435501582, 0.0004334470013037939, 0.04811611418177712, 0.001059886966850974, 0.0036393040376283335, 0.007535294681433014, 0.039507584503009084, 0.019635197838640442, 0.013009513999875853, 7.020416596048827e-05, 0.03551465405428027, 0.019230480351596073, 2.3696127819793078e-05, 0.01561911871906039, 0.019003086734243935, 0.04683276134875291, 0.01986138575690363, 0.005920866117152268, 0.018466300872539695, 0.013392377024615314, 5.217656604146904e-05, 0.006981540175915572, 0.004685502544504394, 0.00013325212274212586, 0.006850022890278853, 0.007842474005128722, 0.0028948168866758306, 0.0027244596881505073, 0.02416827783799831, 0.020535311709648563, 0.004535278744148547, 0.013878228546540725, 0.02662231149774689, 0.02569643959172925, 0.00040949411623292784, 0.004283604340748048, 0.016017922336397088, 0.009342989677574451, 0.005491279975273688, 0.006275107079316004, 0.012316477841802868, 0.009406583885984903, 0.008547584021953816, 0.007662316140467008, 0.015131969997176973, 0.00767720308753813, 0.01468359480063101, 0.015894461221558655, 0.023363443724460517, 0.025422388465463668, 0.02208366114823611, 0.022349168040129385, 0.002901909769024368, 0.02665840922575019, 0.017947760191436964, 0.010913431494861497, 0.02713294480412175, 0.0018610226806962515, 0.004696383113871216, 0.0027332766212641215, 0.007096449425086882, 0.0070251628683775085, 0.0048808517054712945, 0.02183592699597334, 0.024116658312223423, 0.051305489868092115, 0.01930104874162423, 0.01013008919633727, 0.0043222590625234605, 0.0075280528881684315, 0.0938219888936324]",0.1489888482092493,0.21428797921372883,0.9090909090909091,1.0000000000000007
"[0.048441394567165785, 0.0014646495298897902, 0.06343075581489248, 0.008720434954125385, 0.03105524935541537, 0.021662523074512136, 0.07669877721310908, 0.009112467141807563, 0.022855319125630526, 0.005897611428005406, 0.06270318024663435, 0.06344279711524453, 0.013264962879150341, 0.01202126008733039, 0.024758886097, 0.009261035306912491, 0.0274921820566653, 0.020239769378974204, 0.012232650684489588, 0.04244590789244035, 0.03135446277209351, 0.030320398362938383, 0.04298789597113646, 0.027404435971124064, 0.031627820532838476, 0.016399136277980633, 0.03309717785814852, 0.01829913690128, 0.002465274618479938, 0.07654839757908857, 0.007718717575790617, 0.02601905620084706, 0.030279367754831303, 0.006968983586714814, 0.02094030301878065, 0.04129247628572912, 0.02226261987472985, 0.022145416054411275, 0.022330037994939655, 0.012877468587774447, 0.02523626090026976, 0.0033331691294691008, 0.04915886557311847, 0.018944095783186062, 0.05351808600900218, 0.0374316831292434, 0.04981683720105126, 0.01856190165572088, 0.016092638884325466, 0.01920792795200032, 0.010863556837679068, 0.013445800725187385, 0.026135422465954693, 0.014754390492213694, 0.00893987529818751, 0.009895376492081234, 0.007127932050589135, 0.024227768477793413, 0.029449848941835624, 0.030339711631877264, 0.0657998181495017, 0.06743447966089886, 0.0381858387192596, 0.03667098327276892, 0.025556135183055644, 0.017277191780636872, 0.011168088137992263, 0.007913696050053293, 0.01796055483439989, 0.0137502371475754, 0.03177158468584689, 0.042645565838320854, 0.007258469260873155, 0.09365452497735055, 0.008181756101455167, 0.016279885513594695, 0.018479311784808338, 0.0005500009163541507, 0.003969509246056237, 0.008167327195689677, 0.022439439661751905, 0.0470193368942562, 0.025966477191091877, 0.08520810327417157, 0.05661881476216223, 0.03555135422311355, 0.011226092229241702, 0.015788757433277456, 0.04549738740072444, 0.0525925051868548, 0.054796316204291144, 0.006598050932012926, 0.01922788328426565, 0.05270943534006516, 0.03750829491099869, 0.054537573636580114, 0.04231586054929326, 0.007745622062775053, 0.057561853049305646, 0.09957812952223175]",0.6529043260505006,0.4925197705325469,0.8181818181818182,0.9774000000000013
"[0.0006823585763264519, 0.001011442124468542, 0.0185487966375307, 0.0033603469396349026, 0.02342692050890143, 0.00024236490609521114, 0.006475649851858962, 0.002093618064870855, 0.018940957644269084, 0.0017490479398014364, 0.007285812130460108, 0.0007139677863663061, 0.013593031539128622, 0.006419473908285001, 0.024341628294084705, 0.018661518710267132, 0.00786484556629596, 0.006281696154528803, 0.01217951048036059, 0.011180777976372337, 0.02948160912791853, 0.024237373690037936, 0.02603470524367287, 0.01741462583335438, 0.007821940058719107, 0.004009960157395817, 0.00925335469758163, 0.011917120744738201, 0.0037002507341832433, 0.012071601739623957, 0.0014757607300199642, 0.0882095735951273, 0.003510143438152334, 0.006380371551448539, 0.007535294681433014, 0.03943905625289451, 0.0012180810891493348, 0.01472790623150948, 0.01579125167565834, 0.011006724342459416, 0.019225347431728636, 2.3696937446460405e-05, 0.015964025154289876, 0.019003086734243935, 0.04779791137147115, 0.005105784749372032, 0.0019590003169885238, 0.008675480021205231, 0.007978372247162175, 0.01219810827181045, 0.0107711012514913, 0.01016503088231086, 0.019305239183433843, 0.013282227144863323, 0.00937495849973985, 0.009740408747788074, 0.004117704345995737, 0.02416053037718149, 0.02052701804879284, 0.003796542418493627, 0.013092713711134157, 0.018782497783247386, 0.02180905631737471, 0.0020126136770919, 0.02597315318462188, 0.02125598996261343, 0.009376105269816524, 0.005283326365892938, 0.014178587133203361, 0.01173695158528043, 0.029604714891019585, 0.028768180178026483, 0.04552363949165118, 0.015133407418713496, 0.007678361236681929, 0.0027349203342386975, 0.003417401531964707, 0.019073949270675225, 0.0057719228218862705, 0.003462993248566389, 0.024409125485192383, 0.003411960861928069, 0.010225052776708257, 0.00015282697064128957, 0.05681053163837898, 0.029741723896622684, 0.010166521840872078, 0.005353401908124953, 0.023800671898647964, 0.015385561002931064, 0.010942934863368668, 0.0065974810969236745, 0.02454941230808689, 0.021889167602889587, 0.012452249376279407, 0.024476872695019324, 0.027128160279100692, 0.01083740727718515, 0.010950851928833692, 0.0930065320663652]",0.16557013906893991,0.23214371040103732,0.9292929292929293,1.0000000000000007
"[0.007134677798088207, 0.03196394522376436, 0.028533348850389127, 0.003266206395725564, 0.029880734544636075, 0.007524549912644819, 0.07524560971927997, 0.04002321908273383, 0.02044968082970522, 0.024319930030127994, 0.05862373158140459, 0.007403013966944013, 0.054654376875004254, 0.006419473908285001, 0.0017155285946908044, 0.005641578104772944, 0.04526478439123176, 0.006481778595701912, 0.013500837790988221, 0.003413452330710539, 0.04161058829251521, 0.02683073668416266, 0.04354467547098195, 0.01799923217260714, 0.020692057606781663, 0.01989750084219963, 0.042101297254450276, 0.039035483332937285, 0.013760063857652452, 0.007953820689363712, 0.007041914926134089, 0.09058486127661709, 0.03063929248968003, 0.001390730239504612, 0.007535080221210679, 0.04128851925992935, 0.019635197838640442, 0.014744627198299703, 0.019872742748145496, 0.010327803586445361, 0.020793152985491718, 2.3696127819793078e-05, 0.020572934338912986, 0.01900205788968469, 0.047025656274853285, 0.032263648124057874, 0.005920866117152268, 0.02018325782375363, 0.016104673822669703, 0.012105130006924045, 0.00522332297615278, 0.055170108336296604, 0.0008951316571585329, 0.03452586184933867, 0.059577475820885295, 0.009947053098485467, 0.0027244596881505073, 0.02658411244197604, 0.023499923074848744, 0.031644481235964785, 0.029170465538609386, 0.03994367757685584, 0.03112401556258507, 0.002031403631906592, 0.053426769205659135, 0.035636956385494974, 0.007898425329727274, 0.00553099683449395, 0.006271934437447356, 0.021472922144310996, 0.021730384069809157, 0.027977066720064843, 0.004602228975011008, 0.015133030918624562, 0.008141105867734259, 0.01627618159617226, 0.07684132508306886, 0.02333865962351618, 0.025429569589258943, 0.00575999534793363, 0.03199300926540567, 0.019436044619822956, 0.028430531706886385, 0.0188876125264996, 0.010913431494861497, 0.027882568669728696, 0.00032553726987942424, 0.004696383113871216, 0.01979799196164048, 0.016578531804920374, 0.012272328831484151, 0.005076292315304947, 0.01934756355129832, 0.005057534189993726, 0.009836749831160896, 0.019187860771884387, 0.020200248842704494, 0.045279854642661585, 0.008095974983365046, 0.09302725550165908]",0.2310690128455569,0.41388917540300896,0.7878787878787878,1.0000000000000007
"[0.05716033633667619, 0.001010140588961725, 0.0185487966375307, 0.0029277662238150356, 0.02342692050890143, 0.001185085437258232, 0.0064815415411823545, 0.0018480687505135988, 0.018940957644269084, 0.02455611117146555, 0.024626674444001576, 0.0007450734216137471, 0.015265613841560843, 0.012114732015702179, 0.00752459728477314, 0.0188242567950523, 0.012250941846991069, 0.006281696154528803, 0.00986583008502564, 0.003109635152509077, 0.029580144323685886, 0.024237373690037936, 0.02603470524367287, 0.011233978935827543, 0.007821940058719107, 0.0006662132420177103, 0.0033327344569592868, 0.017206618682688003, 0.0030498892888073882, 0.011315618299747088, 0.006223225543713375, 0.07229992160369127, 0.0010687823179595787, 0.0035462656810350507, 0.007978806575964201, 0.03893788638203333, 0.0012180810891493348, 0.010829148729941574, 0.00023046941760532756, 0.03670269511450481, 0.019275111339656988, 2.3696127819793078e-05, 0.015551622122614767, 0.019003086734243935, 0.04801541140152374, 0.04905399887338547, 0.0009445606944249799, 0.008419369049974096, 0.008363121958338259, 0.018630349543262984, 0.048324906204708806, 0.01016997220283947, 0.019305239183433843, 0.033513527744416, 0.009393257363632052, 0.01055189485822348, 0.004117704345995737, 0.02416053037718149, 0.021068133133921953, 0.030263930207815464, 0.013089403136970284, 0.019279979837023398, 0.02180905631737471, 0.0020126136770919, 0.02597315318462188, 0.015878201323750868, 0.009971080080530954, 0.00529377583921156, 0.008539943260126259, 0.0207922852631046, 0.03134753167040126, 0.028768180178026483, 0.04827007306960396, 0.013636732535127557, 0.007679244145923772, 0.016679739989109866, 0.012524795338588992, 0.019073949270675225, 0.0057719228218862705, 0.003462993248566389, 0.022938074841552684, 0.004246595539497127, 0.010329213279037536, 0.00039521477666150037, 0.008399293625075849, 0.03217242295104394, 0.009517973154074122, 0.005364717710192653, 0.023800671898647964, 0.0138230730294287, 0.010903618654995404, 0.013735492832512308, 0.010587667605200033, 0.02445474962168718, 0.012306568856701002, 0.02462586747336085, 0.027760330295213062, 0.007540619042922463, 0.010950851928833692, 0.09292310617792103]",0.17600602364109819,0.2762616929153069,0.8888888888888888,1.0000000000000007
"[0.04849574275362743, 0.03644002484732221, 0.06464878183877619, 0.0087215964346849, 0.030714962903845237, 0.020991243542373965, 0.02208897640381349, 0.01061181298386148, 0.018790842092005378, 0.03617219082260198, 0.05863527474886226, 0.06320484967938343, 0.005267620542075456, 0.011949956394758038, 0.02613352861850795, 0.006687847881099842, 0.011368602795528664, 0.00564831281927014, 0.050831241210668725, 0.041468064102974087, 0.03155922366646833, 0.026870313126226515, 0.095417029146981, 0.018005495442878834, 0.0034119569690248593, 0.0020072565511101044, 0.040524414193509155, 0.04342381723305723, 0.0034692934529838384, 0.04284162669555874, 0.00037893718372040194, 0.025756748545814695, 0.02811224322841631, 0.006460683246809084, 0.019281342843168903, 0.04135955985180028, 0.019434692619048663, 0.016992379098026627, 0.018896454269996598, 0.03635928962578675, 0.020871114193295195, 0.0014210414299165846, 0.04847024632043733, 0.019006230536289775, 0.053519703971993016, 0.04874333865191415, 0.05514969887364355, 0.020187735563254205, 0.016608132532094345, 0.014651592288223023, 0.016597098931254634, 0.011074736290544127, 0.026658075204067242, 0.0428891396337802, 0.04442053945083108, 0.001674459435094071, 0.00897246305668933, 0.0227709098770097, 0.029787506847760555, 0.030160132149151857, 0.013171713614052795, 0.018682081984147225, 0.03117665077136925, 0.03562346003116348, 0.025557860704600262, 0.04001850646967181, 0.06676896249145946, 0.015774534829015967, 0.014281993394419582, 0.022365956856685926, 0.033950134480459915, 0.06663103832795098, 0.008329856268257971, 0.034451511496674324, 0.007594028394431794, 0.016582350682627967, 0.018479311784808338, 0.0034942554888436252, 0.016048166332360597, 0.005553935975646702, 0.02148584936703398, 0.050468234073582224, 0.03879668522078954, 0.08655486151059683, 0.0370047227414478, 0.035945943663651114, 0.02052343822171595, 0.0157696294214312, 0.041732254411377324, 0.017371074334620724, 0.010835164560374116, 0.012161840418121385, 0.019394483241908303, 0.052095042681133526, 0.015386081857232718, 0.018900147897153965, 0.02895678447410945, 0.0032500395023923358, 0.012956739422149812, 0.09306130067074521]",0.3319583064020767,0.4856562416194561,0.8282828282828283,1.0000000000000007
"[0.007173718451425247, 0.03701042627282406, 0.06452543256236212, 0.0036667128841456845, 0.030493208946670583, 0.0011164570489768898, 0.0729767815839639, 0.0029020425204393406, 0.025933881104061803, 0.02446350884552599, 0.026811423912016557, 0.06730154107620887, 0.0531268839304285, 0.01197922685804301, 0.025132430034977008, 0.006695470044966967, 0.01223772649413756, 0.07712786064178906, 0.011286007638042866, 0.010373989908878235, 0.039371371933432646, 0.026796988416977516, 0.0438564604291798, 0.01436422385827613, 0.020476851959058642, 0.019044687549911996, 0.004039374448207064, 0.038533771448070825, 0.0027220871039320815, 0.07734308934383646, 0.02232440237267413, 0.025946320526801563, 0.0037124217113531574, 0.0035462927324761088, 0.007535294681433014, 0.04541916422904798, 0.019635197838640442, 0.015142224705999074, 0.0003822606286148639, 0.037088011086303455, 0.025046200624341562, 7.457540923107406e-05, 0.04858852694298573, 0.019003086734243935, 0.04712954525066228, 0.02048476008726708, 0.005920866117152268, 0.018449088962510598, 0.016307234223723186, 0.01190187146248831, 0.0053556472497190265, 0.013391974929393266, 0.02558776504617027, 0.03435985982538408, 0.061375602880834726, 0.009739259399729356, 0.0027244596881505073, 0.07445257277249098, 0.02332104376745925, 0.03012270401284148, 0.016709360315635937, 0.05563524160840701, 0.03117843574027969, 0.0005851324906526803, 0.027140461126660707, 0.015849765969679405, 0.07409079041373128, 0.006956309411785639, 0.014964928746915086, 0.021472922144310996, 0.04263966162333986, 0.028768180178026483, 0.00764487932157382, 0.015133407418713496, 0.007698434031571079, 0.015525498935489945, 0.018371698283778853, 0.03813380514486232, 0.0254517886384412, 0.0064072028947249025, 0.06961365335992763, 0.019643957424896295, 0.026034221262339008, 0.019753738864971872, 0.010829444448149676, 0.0786689374771592, 0.0018611918244049635, 0.004696383113871216, 0.03964688057032061, 0.015699365865741305, 0.01058650708213945, 0.004847132414502182, 0.010850999330572517, 0.024436307803136516, 0.05150826281375738, 0.01930104874162423, 0.00850358157925744, 0.04418929808083033, 0.019331582095729306, 0.09948748341846403]",0.24883657511459614,0.4536059014149431,0.7575757575757576,1.0000000000000007
"[0.05442882294041791, 0.03439161561212153, 0.05966389469353729, 0.0029277662238150356, 0.02342692050890143, 0.007770836926612988, 0.006475649851858962, 0.00941915705093962, 0.018940957644269084, 0.0243245704697324, 0.06183634207394519, 0.000989778051543408, 0.013716800898789653, 0.01137883191046969, 0.02632735175151095, 0.018661518710267132, 0.01193804319432851, 0.006281696154528803, 0.012230193630408762, 0.011180777976372337, 0.03972280573633366, 0.023807869933895234, 0.02603470524367287, 0.011078645777443743, 0.007821940058719107, 0.000612093118940261, 0.04063568692343524, 0.03832399071203091, 0.002292032761186639, 0.011983642218690155, 0.0014757607300199642, 0.07229992160369127, 0.003510143438152334, 0.0035462927324761088, 0.020070337042403737, 0.04133771526509452, 0.0012180810891493348, 0.01068070429888371, 0.019718710343563844, 0.03668336797404511, 0.020718220632817662, 0.00017181688189964303, 0.016352893994065816, 0.019013295473206175, 0.04801084752191726, 0.0498144388452722, 0.0009445606944249799, 0.008419369049974096, 0.007933021444597975, 0.0186359906781721, 0.05051482419808279, 0.010173992664234653, 0.019305239183433843, 0.045384744786998665, 0.00937495849973985, 0.009740408747788074, 0.004117704345995737, 0.02416053037718149, 0.02126037531088325, 0.004759700034171493, 0.013173286315373503, 0.01129092713497918, 0.07479599612294337, 0.0020126136770919, 0.02597315318462188, 0.020763463119024973, 0.009971080080530954, 0.00529377583921156, 0.008469698204239354, 0.0207922852631046, 0.029427122999443733, 0.03467672826089037, 0.04827007306960396, 0.013925446042395323, 0.0076792247727153935, 0.006980346815061129, 0.012607822622110847, 0.0215621534337613, 0.0057719228218862705, 0.005387493647335433, 0.024409125485192383, 0.018628942636655654, 0.010329213279037536, 0.00039521477666150037, 0.05675884587501424, 0.03596897715237091, 0.009517973154074122, 0.0026270459724698834, 0.023800671898647964, 0.04737044138120721, 0.010942934863368668, 0.013735492832512308, 0.024718835406395225, 0.02527409158871727, 0.012452249376279407, 0.024476872695019324, 0.027128160279100692, 0.047751376539455256, 0.010950851928833692, 0.09292310617792103]",0.18646947225423244,0.3661744041728109,0.8383838383838383,1.0000000000000007
"[0.0025610486657522587, 0.0014646495298897902, 0.025898967155704306, 0.0087215964346849, 0.012614226180750695, 0.020972565529784465, 0.021639638905029134, 0.0026823557542017947, 0.01889975765273277, 0.002564371328502773, 0.007285062546741411, 0.005044627980687366, 0.0037367038886798928, 0.006848449605647597, 0.025131798581132143, 0.0057029144253447385, 0.011555357016427037, 1.5519914406790167e-05, 0.01224110092448488, 0.002952782505937735, 0.040108873598900925, 0.026825559855407438, 0.04400884999669479, 0.009422351025641162, 0.002130525359836523, 0.0006589479649322699, 0.03661075646338047, 0.017137412567223308, 0.0036874491747817158, 0.005357952186795346, 0.0005268679876097288, 0.017320898166175984, 0.0014214666862263515, 0.0013040502052652316, 0.021033754871777947, 0.041253257339569305, 0.0011151551315416418, 0.01281709504445779, 0.0004988709807233031, 0.011229484822518567, 0.01918748050721037, 2.125608381320029e-05, 0.01595541853098127, 0.009851415818826155, 0.0425604453431157, 0.021104180978711078, 0.005612568275765896, 0.01844114926465627, 0.008375622154583262, 0.012317708605277342, 0.004939510993353564, 0.010226000613785691, 0.0005883693801173929, 0.01279864745702898, 0.04454815777927201, 0.001663684913061501, 0.0022855038152642376, 0.010548827280958063, 0.021356861686146464, 0.030107252516300306, 0.013171713614052795, 0.01658248924265061, 0.029488041067849427, 0.0005832179176750956, 0.0251276341981438, 0.015983225525632964, 0.0003356048593479294, 0.004873832182195706, 0.005630358704319917, 0.021786132333686484, 0.009294498872109237, 0.008298908043140086, 0.007231270264806411, 0.014587922780103032, 0.007595534019024202, 0.01664856763606408, 0.01785532162088349, 0.0037132329478958767, 0.003503964561446171, 0.005501882977437577, 0.022439439661751905, 0.050204315477199446, 0.03923072727349256, 0.01786307265005426, 0.008309487647291168, 0.035945943663651114, 0.00177503695041124, 0.004142191428610773, 0.0006464095713134346, 0.017100665942029008, 0.007762615607893621, 0.0012365707115004868, 0.0188834981208533, 0.025264748261643957, 0.012118200968155439, 0.018900147897153965, 0.008352285728499765, 0.00836109528214177, 0.007306375086482042, 0.014354596376950432]",0.15696224838355402,0.22371690668673352,0.9292929292929293,1.0000000000000007
