policy,b,q,mean,stdev,delta,max_P,utility,inertia,reliability
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.137078405,2.032402317,0.023101743,0.002239138,0.987265478,8.090526958722688,1.9784701970063403,0.9797979797979798,0.01999999999999999
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.120606895,3.279107081,0.047283014,0.001667307,0.933004963,9.507677267437119,0.3406630417581941,0.9797979797979798,0.07
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.441488174,4.282712431,0.029902955,0.002356401,0.956077435,0.1484641894272623,0.33649662800526703,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.192153961,3.303471313,0.012662634,0.001903339,0.944372115,0.2205892719062789,0.2110810696100435,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.27346266,2.300749941,0.035308018,0.003473691,0.946532542,4.00836987446705,0.3933463968324307,0.9797979797979798,0.10690000000000006
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.442207511,3.774622539,0.010554941,0.004276866,0.971660928,0.1191455937989,0.5637796619293433,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.301653013,3.675816648,0.038389178,0.004053571,0.967774156,0.21822017283319162,0.3176152076596873,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.294544863,4.117632055,0.019324335,0.003126413,0.937144188,0.1731727311799342,0.22340795098901955,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.185243083,2.174443764,0.02030081,0.001379383,0.97069502,5.938609066973785,0.9650223970902072,0.9797979797979798,0.05000000000000004
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.367531268,3.87841539,0.01499781,0.003251608,0.953348354,0.1423628290721028,0.33367828966563357,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.395311893,3.745014259,0.010634332,0.002105413,0.974595537,0.12810660047371009,0.5913129307275501,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.218720428,2.366604448,0.030723293,0.002640518,0.973965092,5.074408548072814,1.0388020992906246,0.9797979797979798,0.07989999999999996
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.372124109,2.224774819,0.024393224,0.004407756,0.93138692,0.2149790337863504,0.1819584238127341,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.274826212,4.464517038,0.011347991,0.0035373,0.946362257,0.16204013745122248,0.2733634251935379,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.235091798,3.373169572,0.023343156,0.003632734,0.980270466,0.22302994877014334,0.43720677552504156,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.250259486,2.04960679,0.027883327,0.003135422,0.98289943,4.3176925592490605,1.5451634398553873,0.9797979797979798,0.05850000000000013
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.255866873,3.969548359,0.025967377,0.004282379,0.965372657,0.20734132328805996,0.31049684225626506,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.103159956,4.473022305,0.029952275,0.003049388,0.987800321,10.950482488571527,1.538870378844485,0.9797979797979798,0.20090000000000008
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.332003345,2.413803924,0.012469527,0.003431848,0.936792281,0.17374496271965148,0.22682589203156242,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.187702174,3.329784228,0.033573387,0.004508878,0.940808493,6.026053984309363,0.21055150107746912,0.9797979797979798,0.2751000000000001
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.167738585,2.176334771,0.010843998,0.001355318,0.938463571,6.524098650401362,0.3726075406451002,0.9797979797979798,0.05000000000000004
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.438118519,4.144669916,0.044276265,0.0044546,0.952778624,0.17361222627774972,0.2788359050306598,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.131404057,2.849294911,0.019465883,0.004669355,0.951870593,8.502823786575556,0.48061851507744097,0.9797979797979798,0.09509999999999998
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.412833839,2.691427944,0.042275819,0.00386466,0.932963523,0.19777594294594314,0.18546314959838728,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.414018201,2.404447103,0.033161087,0.002716156,0.963800545,0.1915869418670804,0.32611013770269537,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.355454867,3.743856717,0.035367407,0.003792265,0.964066688,0.1856084010483178,0.3370981286595428,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.431760145,3.090778451,0.046592751,0.001776437,0.960266903,0.18657106925689038,0.3050378594868955,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.302874331,2.046942227,0.03229735,0.002810819,0.9559166,3.503782249249806,0.5429175348970156,0.9797979797979798,0.08209999999999995
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.381263494,3.972678896,0.024279335,0.004481227,0.950319604,0.15541794742478007,0.29509476267792556,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.283447322,2.162180601,0.045688943,0.003121969,0.967194233,3.8626527554667747,0.8436962386412152,0.9797979797979798,0.07
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.30202644,3.689889636,0.025183419,0.001938701,0.981532528,0.18486629620824194,0.5537118915448827,0.9797979797979798,1.0000000000000007
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.101142907,3.383715051,0.021922646,0.004544559,0.952901441,11.086217343918607,0.4461707513564802,0.9797979797979798,0.11270000000000015
"{'length': 3, 'rbfs': [{'center': 0.43815403273332165, 'radius': 1.7047497596464731, 'weight': 0.14551573655623903}, {'center': 0.3677116506902425, 'radius': 1.8553759576468483, 'weight': 0.12295761672019133}, {'center': 0.6992231579725734, 'radius': 1.5287967873336994, 'weight': 0.7315266467235696}]}",0.270981614,3.130777606,0.039392676,0.00338803,0.9450144,0.2659283782670138,0.1694781865986046,0.98989898989899,1.0000000000000007
