,max_P,utility,inertia,reliability
0,0.7758055950389279,0.495907984778813,0.7272727272727273,0.9517000000000005
1,0.16040668392171242,0.23130390084838875,0.9292929292929293,1.0000000000000007
2,0.8423813626831205,0.49668076272778616,0.7575757575757576,0.9525000000000006
3,0.13138293622200523,0.19543513507915272,0.9191919191919192,1.0000000000000007
4,0.36888483151516716,0.49232164995818234,0.7171717171717171,1.0000000000000007
5,0.17125717421543354,0.2598595324666423,0.9090909090909091,1.0000000000000007
6,0.5511591859262577,0.4930132127075665,0.7474747474747475,0.9811000000000006
7,0.6985759403978239,0.4933113019788205,0.7474747474747475,0.9601000000000005
8,0.7084831807206444,0.4955949346271554,0.7272727272727273,0.9709000000000008
9,0.7830263733975609,0.49570364881177587,0.7272727272727273,0.9651000000000005
10,0.5377642010183307,0.49432569389611986,0.7373737373737373,0.9842000000000006
11,0.4432625418220602,0.48872301347582997,0.797979797979798,0.9893000000000007
12,0.4869829612443627,0.49403813031583604,0.7373737373737373,0.9887000000000006
13,0.40169419358927116,0.4943136059827083,0.7272727272727273,0.9952000000000008
14,0.21023271319733916,0.39230445943073733,0.8181818181818182,1.0000000000000007
15,0.22254365567120482,0.44002844630054366,0.8282828282828283,1.0000000000000007
16,0.22082530863018934,0.42657350392471205,0.7878787878787878,1.0000000000000007
17,0.3673985841034416,0.49219084546253294,0.7171717171717171,0.9995000000000007
18,0.23698230149921265,0.4426177256574454,0.7474747474747475,1.0000000000000007
19,0.20596119232909404,0.3517995892002746,0.8585858585858586,1.0000000000000007
20,0.20285922493074288,0.3619481834660283,0.8484848484848485,1.0000000000000007
21,0.21935791899525314,0.4216986497774111,0.7777777777777778,1.0000000000000007
22,0.3214983151587512,0.4912451263453817,0.7676767676767676,0.9984000000000007
23,0.1410724836933636,0.2140943779163684,0.898989898989899,1.0000000000000007
24,0.2461176012941959,0.44850198832265586,0.797979797979798,1.0000000000000007
25,0.33515328178307396,0.4919142641434151,0.7575757575757576,0.9989000000000006
26,0.16203689042462532,0.2399885158337226,0.9090909090909091,1.0000000000000007
27,0.26802341820926384,0.4689193977838299,0.7676767676767676,1.0000000000000007
28,0.44653619561698543,0.4926833436525179,0.7373737373737373,0.9972000000000009
29,0.29045141937182917,0.4856846457537605,0.7575757575757576,1.0000000000000007
30,0.3958020970696766,0.4935153459864336,0.7272727272727273,0.9954000000000007
31,0.1998525380228969,0.3508363672568072,0.8383838383838383,1.0000000000000007
32,0.16736058946557505,0.2952537375503219,0.8888888888888888,1.0000000000000007
33,0.22032542278084044,0.41481512247667873,0.8080808080808081,1.0000000000000007
34,0.21416911550090803,0.4042751650422174,0.7878787878787878,1.0000000000000007
35,0.18631823826364527,0.30226001965495636,0.8484848484848485,1.0000000000000007
36,0.19507374770078809,0.2891995596401377,0.898989898989899,1.0000000000000007
37,0.36904671474184775,0.49176290928225985,0.7373737373737373,0.9992000000000006
38,0.24686874454535368,0.4523753307555776,0.8080808080808081,1.0000000000000007
39,0.2622700476617529,0.4641279710792183,0.7373737373737373,1.0000000000000007
40,0.2745413237663439,0.46608824884408534,0.7777777777777778,1.0000000000000007
41,0.18776978659996368,0.33061252016692555,0.8383838383838383,1.0000000000000007
42,0.32198275507992624,0.49011772007899584,0.7272727272727273,1.0000000000000007
43,0.19236841212314396,0.300948357251235,0.8787878787878788,1.0000000000000007
44,0.13662607345970412,0.20669717054367412,0.898989898989899,1.0000000000000007
45,0.23771464035027842,0.4520295687165186,0.7474747474747475,1.0000000000000007
46,0.29987564656327165,0.4893992022345011,0.7575757575757576,1.0000000000000007
47,0.16282973246275584,0.25609790067359295,0.898989898989899,1.0000000000000007
48,0.19384167446099165,0.3259480121484847,0.8686868686868687,1.0000000000000007
49,0.45477143252640845,0.47530388013385666,0.8080808080808081,0.9994000000000007
50,0.21161195857306728,0.3642326965857284,0.8787878787878788,1.0000000000000007
51,0.19396854101748445,0.3286338294299338,0.8686868686868687,1.0000000000000007
52,0.16110548610835673,0.237337685077769,0.9191919191919192,1.0000000000000007
53,0.19528031643086705,0.37311059032985,0.8282828282828283,1.0000000000000007
54,0.17130095580301832,0.27382479078106825,0.898989898989899,1.0000000000000007
55,0.16232070218040737,0.2394422511080746,0.9191919191919192,1.0000000000000007
56,0.1481127818147731,0.21853547308073426,0.8888888888888888,1.0000000000000007
57,0.37857460583656316,0.4911054493784271,0.7373737373737373,0.9999000000000007
58,0.25534043386416616,0.38629244098769494,0.8585858585858586,1.0000000000000007
59,0.1321716756699847,0.19747331291791453,0.9191919191919192,1.0000000000000007
60,0.146012704617395,0.22475815056394818,0.8787878787878788,1.0000000000000007
61,0.1940091219987677,0.3366136509176773,0.8585858585858586,1.0000000000000007
62,0.16604011335374905,0.24918741778105719,0.9090909090909091,1.0000000000000007
63,0.18808483519211558,0.3079923469304531,0.8585858585858586,1.0000000000000007
64,0.21934477067808061,0.40761886279956705,0.8383838383838383,1.0000000000000007
65,0.3110817915199612,0.4808902931283114,0.7878787878787878,1.0000000000000007
66,0.21173920546607772,0.3949380337875279,0.8080808080808081,1.0000000000000007
67,0.25744834827290464,0.4020442923511684,0.8585858585858586,1.0000000000000007
68,0.5447521078828951,0.49392471324178716,0.7373737373737373,0.9891000000000006
69,0.19759004911220293,0.37548606905255316,0.8282828282828283,1.0000000000000007
70,0.1481821716577372,0.21993191996272832,0.8888888888888888,1.0000000000000007
71,0.1964236763938013,0.34303848480255905,0.8585858585858586,1.0000000000000007
72,0.1715947631865793,0.2650256796824238,0.9090909090909091,1.0000000000000007
73,0.154613056702485,0.2558211838064946,0.8686868686868687,1.0000000000000007
74,0.19931838298820706,0.34454249053761005,0.8484848484848485,1.0000000000000007
75,0.1703344549145983,0.2700342403726286,0.898989898989899,1.0000000000000007
76,0.15880882267440527,0.23502087532058416,0.9090909090909091,1.0000000000000007
77,0.20219232419362418,0.3134950120381459,0.8888888888888888,1.0000000000000007
78,0.22077186379900285,0.4143674515762202,0.8282828282828283,1.0000000000000007
79,0.3087609160627055,0.4755788939169793,0.7878787878787878,1.0000000000000007
80,0.1901773688896106,0.2954556561775613,0.8787878787878788,1.0000000000000007
81,0.1888829533288183,0.3203697037593026,0.8585858585858586,1.0000000000000007
82,0.24205629791689368,0.45829401641489115,0.7272727272727273,1.0000000000000007
83,0.25537048996858214,0.3862928537192654,0.8585858585858586,1.0000000000000007
84,0.178014960131467,0.30136636438358316,0.8282828282828283,1.0000000000000007
85,0.32098613844959684,0.4902077707115401,0.7373737373737373,0.9993000000000006
86,0.17174598919966286,0.2720753690166642,0.9090909090909091,1.0000000000000007
87,0.2178684402800792,0.36909394833934683,0.8484848484848485,1.0000000000000007
88,0.20274367438843066,0.3817193112890253,0.8383838383838383,1.0000000000000007
89,0.14315796527533511,0.21551736831303506,0.898989898989899,1.0000000000000007
90,0.18876275210496693,0.31744455168296515,0.8686868686868687,1.0000000000000007
91,0.19374819215964098,0.32380728104730994,0.8686868686868687,1.0000000000000007
92,0.19219471922887443,0.26139780983772776,0.9191919191919192,1.0000000000000007
93,0.2547956056204585,0.38629033292044773,0.8585858585858586,1.0000000000000007
94,0.285295666735057,0.4725469604175253,0.7878787878787878,1.0000000000000007
95,0.28483251736412263,0.4803337064111903,0.7373737373737373,1.0000000000000007
96,0.2553645743470119,0.45552092586620485,0.7777777777777778,1.0000000000000007
97,0.21293010982021007,0.368318730899328,0.8484848484848485,1.0000000000000007
98,0.270972622127882,0.4588569419180174,0.797979797979798,1.0000000000000007
99,0.30881921905186094,0.47873459526851836,0.7777777777777778,1.0000000000000007
